t_s,flux,flux_err
102.228,1.83679e-10,3.52303e-11
111.366,1.09672e-10,2.0113e-11
131.94,1.17273e-10,2.6223e-11
148.798,7.90401e-11,1.77791e-11
173.045,5.60421e-11,1.25686e-11
207.789,4.54523e-11,9.98883e-12
241.492,5.01724e-11,1.12355e-11
270.735,5.35425e-11,1.20258e-11
301.6,5.71767e-11,1.24946e-11
346.502,3.16683e-11,6.66327e-12
401.243,3.3289e-11,7.30541e-12
440.982,5.08609e-11,1.11144e-11
513.124,2.53995e-11,5.14686e-12
542.806,3.29047e-11,6.25389e-12
3809.78,1.6908e-11,3.78499e-12
3925.51,1.23825e-11,2.65076e-12
4022.39,1.48106e-11,3.3304e-12
4150.41,9.90842e-12,2.1808e-12
4271.36,1.44496e-11,3.24921e-12
4338.99,2.4018e-11,5.37661e-12
4425.22,1.47797e-11,3.33848e-12
4502.53,1.70246e-11,3.73499e-12
4598.02,1.2647e-11,2.85998e-12
4692.23,1.52887e-11,3.43403e-12
4818.47,1.03863e-11,2.34344e-12
4949.8,1.13522e-11,2.54699e-12
5050.27,1.41996e-11,3.18942e-12
5164.6,1.01049e-11,2.28253e-12
5284.81,1.33772e-11,3.01147e-12
5439.22,8.79402e-12,1.98867e-12
5548.44,1.09255e-11,2.46231e-12
5652.69,1.82019e-11,4.11149e-12
5737.63,1.22013e-11,2.74985e-12
5885.4,7.30916e-12,1.64173e-12
6054.15,1.10867e-11,2.50996e-12
6231.48,1.08343e-11,1.74033e-12
9674.05,4.0006e-12,9.14564e-13
9823.72,6.41053e-12,1.44174e-12
9965.57,5.00468e-12,1.12686e-12
10128.6,5.33108e-12,1.20175e-12
10271.3,4.68241e-12,1.06045e-12
10427.9,6.98582e-12,1.56749e-12
10560.2,5.84358e-12,1.31119e-12
10697,5.31178e-12,1.20158e-12
10842.9,5.05241e-12,1.14424e-12
10986,6.71964e-12,1.47769e-12
11110.2,6.02761e-12,1.36034e-12
11271.1,5.01903e-12,1.14469e-12
11429.8,4.77204e-12,1.07698e-12
11630.6,4.68192e-12,1.02618e-12
11773.2,4.24334e-12,9.6101e-13
12025.5,5.2574e-12,8.75756e-13
15440.7,3.11434e-12,7.87247e-13
15682.7,2.74597e-12,7.15303e-13
15918.5,3.65601e-12,8.25992e-13
16145.2,2.71413e-12,7.05616e-13
16370.5,2.18375e-12,5.6829e-13
16677.7,2.35339e-12,6.16078e-13
16918.2,2.65555e-12,6.90388e-13
17152.6,2.60453e-12,6.77123e-13
17362.4,2.85817e-12,6.63393e-13
17740.5,2.66029e-12,5.34389e-13
21485.7,1.19712e-12,3.12648e-13
22163.2,1.17926e-12,2.68029e-13
22906.8,1.62697e-12,4.27118e-13
23385.3,1.30081e-12,3.02633e-13
27431,9.61011e-13,2.53591e-13
28072.9,1.07102e-12,2.82294e-13
28888.8,9.10972e-13,1.85665e-13
33157.6,7.35093e-13,1.94439e-13
34645.6,4.95401e-13,1.11685e-13
38999.7,6.8786e-13,1.82688e-13
40307.8,3.81997e-13,9.8759e-14
48653.4,2.08731e-13,4.52266e-14
