t_s,flux,flux_err
139.529,1.91656e-11,3.74233e-12
405.125,2.74717e-11,5.45353e-12
470.2,6.7046e-11,1.24277e-11
488.198,1.81226e-10,3.41135e-11
496.12,1.54221e-10,2.89473e-11
506.004,2.17776e-10,4.22706e-11
517.548,2.27947e-10,4.35614e-11
522.527,2.09881e-10,4.15964e-11
526.797,2.8759e-10,5.59159e-11
530.679,3.91441e-10,6.09623e-11
534.498,3.15475e-10,5.85265e-11
538.371,3.89193e-10,6.51071e-11
542.019,3.97996e-10,6.64298e-11
545.934,4.66781e-10,7.31289e-11
549.332,5.07507e-10,7.89041e-11
552.707,4.83265e-10,7.72639e-11
555.58,6.20673e-10,9.95565e-11
558.168,6.06111e-10,9.75728e-11
561.177,4.94918e-10,8.0253e-11
564.083,5.80802e-10,9.30017e-11
566.31,8.91467e-10,1.37244e-10
568.85,5.6215e-10,8.62974e-11
571.011,9.59393e-10,1.48547e-10
573.007,7.91643e-10,1.23356e-10
574.862,1.00777e-09,1.57103e-10
576.569,9.082e-10,1.41598e-10
578.3,9.41373e-10,1.50206e-10
580.123,9.34558e-10,1.49783e-10
581.627,9.57306e-10,1.54021e-10
583.392,9.71862e-10,1.60881e-10
585.179,8.16196e-10,1.31173e-10
586.982,1.08249e-09,1.76232e-10
588.56,9.93045e-10,1.64472e-10
589.96,9.69591e-10,1.59363e-10
591.605,1.22213e-09,1.95232e-10
593.064,1.10342e-09,1.78721e-10
594.24,1.58823e-09,2.56193e-10
595.344,1.37589e-09,2.16565e-10
596.578,1.40109e-09,2.24335e-10
597.894,1.24369e-09,1.94226e-10
598.793,1.82037e-09,2.96035e-10
599.78,1.43905e-09,2.28545e-10
600.879,1.68639e-09,2.61522e-10
601.897,1.48148e-09,2.3421e-10
602.943,1.75398e-09,2.71461e-10
603.889,1.50871e-09,2.39317e-10
604.791,2.43791e-09,3.79734e-10
605.479,2.10317e-09,3.28459e-10
606.294,1.8345e-09,2.87436e-10
607.273,1.66668e-09,2.73371e-10
608.348,1.47423e-09,2.36867e-10
609.257,1.92277e-09,3.02397e-10
610.088,1.95141e-09,3.06749e-10
611.037,1.66286e-09,2.58666e-10
611.808,2.76832e-09,4.34716e-10
612.467,2.10653e-09,3.3769e-10
613.249,2.09676e-09,3.36655e-10
613.956,2.41228e-09,3.79916e-10
614.655,2.47065e-09,3.89829e-10
615.382,1.82718e-09,2.88781e-10
616.282,1.87564e-09,2.97118e-10
617.242,1.66799e-09,2.64873e-10
618.107,2.03783e-09,3.24872e-10
618.889,2.47239e-09,3.91866e-10
619.541,2.45742e-09,3.9465e-10
620.193,2.92696e-09,4.71701e-10
620.792,2.08228e-09,3.43243e-10
621.686,1.78594e-09,2.95909e-10
622.429,2.16711e-09,3.60442e-10
623.224,2.13244e-09,3.48329e-10
623.993,2.33267e-09,3.81336e-10
624.681,2.11766e-09,3.46465e-10
625.548,2.02038e-09,3.27885e-10
626.23,2.16073e-09,3.75497e-10
627.089,1.79506e-09,2.94472e-10
627.837,2.66572e-09,4.45185e-10
628.472,2.39068e-09,3.97622e-10
629.158,2.45938e-09,3.95779e-10
629.843,2.63341e-09,4.26086e-10
