t_s,flux,flux_err
76.2329,5.61605e-10,8.37317e-11
81.3709,4.24741e-10,6.55391e-11
126.765,1.14445e-10,2.58815e-11
174.72,1.30084e-10,2.92108e-11
233.691,1.16437e-10,2.62202e-11
283.252,1.10585e-10,2.49023e-11
345.855,8.69662e-11,1.96672e-11
416.392,1.10096e-10,2.48979e-11
473.249,8.71965e-11,1.97755e-11
531.569,1.35468e-10,2.97207e-11
583.202,1.06887e-10,2.40356e-11
624.436,1.86716e-10,4.21654e-11
688.177,8.86461e-11,1.94744e-11
736.988,1.62947e-10,3.66419e-11
781.774,1.34989e-10,2.96553e-11
828.561,1.01946e-10,2.29246e-11
877.183,1.89572e-10,4.2569e-11
912.766,1.59369e-10,3.50114e-11
969.906,9.43755e-11,2.08736e-11
1031.56,7.38386e-11,1.66747e-11
1116.94,1.11565e-10,2.39386e-11
1176.49,1.27064e-10,2.6723e-11
1236.73,8.99851e-11,2.03499e-11
1295.6,1.02214e-10,2.31156e-11
1379.49,6.98446e-11,1.57504e-11
1439.8,1.43474e-10,3.23544e-11
1475.29,2.05623e-10,4.42344e-11
1518.6,8.65126e-11,1.95092e-11
1585.23,1.34227e-10,2.95277e-11
1637.42,1.15717e-10,2.49577e-11
1712.88,7.12984e-11,1.61469e-11
1794.8,6.56887e-11,1.48765e-11
1886.58,6.55122e-11,1.48154e-11
1995.58,6.22386e-11,1.36915e-11
2072.32,8.12857e-11,1.83046e-11
2203.53,4.43933e-11,9.85883e-12
2295,7.89807e-11,1.77604e-11
2389.14,6.99635e-11,1.57105e-11
2492.01,5.27895e-11,1.11297e-11
6002.72,2.19031e-11,4.68248e-12
6143.89,1.36498e-11,3.06442e-12
6253.23,1.36365e-11,3.06449e-12
6344.53,1.78935e-11,4.02115e-12
6439.44,1.34566e-11,3.01801e-12
6590.95,8.09734e-12,1.81969e-12
6708.48,1.9126e-11,4.29814e-12
6822.48,9.59938e-12,2.12503e-12
6952.15,1.30927e-11,2.94525e-12
7099.23,8.27184e-12,1.82587e-12
7264.14,1.03548e-11,2.34345e-12
7413.22,9.44181e-12,2.12609e-12
7554.87,1.08252e-11,2.44744e-12
7694.77,1.0032e-11,2.26811e-12
7849.74,9.25833e-12,2.08897e-12
7986.8,1.01427e-11,2.29082e-12
8171.98,7.32578e-12,1.49985e-12
18194.8,3.36807e-12,8.91047e-13
18583.1,2.47739e-12,6.50665e-13
18910,4.56763e-12,1.11747e-12
19344.1,2.79849e-12,5.82726e-13
24717.6,2.75431e-12,7.19187e-13
25170.3,1.83986e-12,4.65483e-13
30381.4,1.17355e-12,3.09849e-13
31060.9,2.59886e-12,6.77001e-13
36588.8,1.43054e-12,3.5611e-13
101996,7.24686e-13,1.74875e-13
