t_s,flux,flux_err
185.296,2.66e-10,4.56922e-11
192.833,2.22844e-10,3.52348e-11
199.588,2.9263e-10,5.02665e-11
206.044,2.7679e-10,4.4977e-11
212.542,2.32463e-10,3.88318e-11
219.939,2.46049e-10,3.89039e-11
226.292,3.47669e-10,5.64945e-11
232.053,2.76433e-10,4.4919e-11
238.525,2.58753e-10,4.20462e-11
244.638,3.18431e-10,5.17435e-11
251.817,2.25637e-10,3.87588e-11
258.279,4.2277e-10,5.45795e-11
264.128,3.55559e-10,5.62189e-11
269.164,3.21907e-10,5.23083e-11
274.31,3.75235e-10,5.60596e-11
280.977,2.96924e-10,4.69478e-11
285.992,3.66269e-10,5.79123e-11
291.097,3.86385e-10,6.27858e-11
295.538,3.90986e-10,6.52809e-11
300.448,5.00223e-10,6.57641e-11
304.988,6.28895e-10,8.42087e-11
309.286,6.67217e-10,8.934e-11
313.681,6.27948e-10,8.56471e-11
316.485,1.25222e-09,1.64629e-10
318.17,1.79368e-09,2.31563e-10
319.761,1.78931e-09,2.3524e-10
321.145,2.03406e-09,2.62597e-10
322.336,2.54171e-09,3.28134e-10
323.469,2.11828e-09,2.78489e-10
324.829,1.78916e-09,2.39567e-10
326.364,1.78076e-09,2.34116e-10
327.846,1.52357e-09,2.04006e-10
329.768,1.29441e-09,1.70176e-10
331.851,1.44561e-09,1.90054e-10
333.389,1.8173e-09,2.34613e-10
334.934,1.85507e-09,2.39489e-10
336.348,1.73743e-09,2.2842e-10
338.175,1.35783e-09,1.78513e-10
340.157,1.26492e-09,1.66299e-10
342.272,1.29807e-09,1.6758e-10
343.995,2.08008e-09,2.73468e-10
345.518,1.57633e-09,2.14999e-10
346.991,1.81755e-09,2.38952e-10
348.502,1.63325e-09,2.14722e-10
350.157,1.59837e-09,2.10137e-10
351.672,1.99401e-09,2.57426e-10
353.097,1.7678e-09,2.36708e-10
354.437,2.2514e-09,2.90655e-10
355.603,2.52487e-09,3.2596e-10
356.681,2.50028e-09,3.28711e-10
357.67,2.76402e-09,3.56834e-10
358.678,2.53757e-09,3.27599e-10
359.682,3.03094e-09,3.88072e-10
360.747,2.10172e-09,2.71332e-10
361.938,2.59561e-09,3.41244e-10
363.069,1.92255e-09,2.52757e-10
364.48,2.10828e-09,2.82298e-10
365.69,2.14331e-09,2.767e-10
367.298,1.50976e-09,1.98488e-10
368.888,1.62471e-09,2.0975e-10
370.451,1.81118e-09,2.42516e-10
371.976,1.70501e-09,2.20117e-10
373.659,1.61949e-09,2.09075e-10
375.437,1.29639e-09,1.73586e-10
377.312,1.60406e-09,2.07083e-10
378.862,1.7724e-09,2.33017e-10
380.616,1.42093e-09,1.86809e-10
382.314,1.64047e-09,2.11785e-10
383.983,1.46471e-09,1.89094e-10
385.634,2.14027e-09,2.76308e-10
387.241,1.5536e-09,2.04251e-10
388.901,1.4563e-09,1.88008e-10
390.707,2.01032e-09,2.64295e-10
391.909,1.599e-09,2.06431e-10
393.844,1.48333e-09,1.91498e-10
395.469,1.73817e-09,2.24397e-10
397.181,1.58222e-09,2.04265e-10
398.837,1.30339e-09,1.71356e-10
400.887,1.50084e-09,1.93758e-10
403.017,1.03854e-09,1.36536e-10
405.639,1.03701e-09,1.41439e-10
408.239,9.59793e-10,1.23909e-10
410.984,1.03644e-09,1.3626e-10
413.465,1.23669e-09,1.59657e-10
415.33,1.45518e-09,1.98475e-10
417.295,1.1044e-09,1.42578e-10
419.996,1.09247e-09,1.41038e-10
422.455,1.00894e-09,1.30254e-10
425.003,1.04005e-09,1.36734e-10
427.894,9.19949e-10,1.20945e-10
430.442,1.16102e-09,1.49887e-10
433.018,8.36418e-10,1.18416e-10
435.543,1.25329e-09,1.6477e-10
437.916,1.10843e-09,1.43098e-10
440.378,1.16276e-09,1.50112e-10
442.63,1.18859e-09,1.56263e-10
444.886,1.37904e-09,1.81301e-10
446.944,1.03782e-09,1.38963e-10
449.292,1.23973e-09,1.60049e-10
451.846,9.69619e-10,1.25177e-10
454.47,9.08123e-10,1.17238e-10
457.709,8.42093e-10,1.08714e-10
461.036,7.7063e-10,9.94882e-11
464.445,8.0582e-10,1.04031e-10
467.84,8.45324e-10,1.09131e-10
471.254,7.0744e-10,9.30069e-11
475.888,5.04304e-10,6.51055e-11
481.321,4.78087e-10,6.17209e-11
486.281,3.71119e-10,6.3749e-11
491.615,5.28362e-10,6.82114e-11
496.615,4.17763e-10,5.49231e-11
503.064,3.13587e-10,4.95826e-11
509.439,2.39059e-10,3.8846e-11
516.66,2.81778e-10,4.57877e-11
524.013,1.9248e-10,3.12772e-11
532.324,2.54386e-10,4.13365e-11
539.649,2.25419e-10,3.66296e-11
548.243,1.85671e-10,3.01707e-11
584.649,1.53674e-10,2.4437e-11
622.278,1.67176e-10,2.62333e-11
667.836,1.30392e-10,2.07008e-11
724.207,1.04191e-10,1.60222e-11
790.547,1.10259e-10,1.75332e-11
860.619,9.32563e-11,1.48416e-11
933.165,8.83065e-11,1.37537e-11
1001.95,1.12729e-10,1.73088e-11
1064.18,9.29811e-11,1.4822e-11
1137.66,8.62918e-11,1.35842e-11
1233.34,7.41002e-11,1.13603e-11
1309.77,1.13243e-10,1.80668e-11
1356.37,1.70856e-10,2.65485e-11
1399.14,1.34444e-10,2.11138e-11
1458.83,9.80114e-11,1.55602e-11
1540.86,7.11784e-11,1.13465e-11
1640.37,5.98678e-11,9.56697e-12
1799.13,5.53754e-11,6.45575e-12
5218.42,2.23624e-11,3.55459e-12
5357.04,3.26726e-11,5.19036e-12
5480.13,2.39478e-11,3.81786e-12
5637.6,1.8577e-11,2.95812e-12
5822.94,1.91589e-11,3.04898e-12
5994.62,2.33853e-11,3.72157e-12
6147.6,2.1657e-11,3.40959e-12
6359.99,1.42465e-11,2.28476e-12
6580.32,2.07215e-11,3.30155e-12
6760.66,1.39213e-11,2.21939e-12
6993.38,1.96461e-11,3.1265e-12
7179.64,1.42162e-11,2.2664e-12
7514.92,1.37688e-11,1.64717e-12
11028.6,1.07775e-11,1.71226e-12
11192.4,1.18853e-11,1.89395e-12
11433,6.93764e-12,1.10619e-12
11774.2,8.02117e-12,1.28799e-12
12071.1,7.8243e-12,1.23056e-12
12318,1.1324e-11,1.81055e-12
12578.8,1.00393e-11,1.60267e-12
12806.8,8.09987e-12,1.2784e-12
13023.4,1.05094e-11,1.66666e-12
13305,6.50805e-12,9.32412e-13
16847.6,7.74203e-12,1.22853e-12
17103.9,7.0618e-12,1.13078e-12
17474,9.38411e-12,1.50585e-12
17971.6,6.04038e-12,9.66435e-13
18267.3,7.26581e-12,1.15714e-12
18543.3,6.51602e-12,1.03271e-12
18985.7,5.29497e-12,6.86573e-13
22646.4,6.05052e-12,9.65285e-13
23010.9,4.67005e-12,7.53643e-13
23475.4,4.75826e-12,7.65553e-13
23904.1,4.60222e-12,7.28042e-13
24345.2,4.76747e-12,7.59224e-13
24782.5,3.97838e-12,6.38147e-13
28667.6,2.93582e-12,5.71799e-13
29099.8,3.49368e-12,6.94976e-13
29567.8,2.80455e-12,5.57558e-13
29976.4,2.90613e-12,5.77752e-13
30519.6,3.05728e-12,5.07225e-13
35015.6,3.06049e-12,6.09135e-13
35466.6,3.00933e-12,5.95475e-13
36074.1,2.44578e-12,3.7885e-13
41218.1,2.2914e-12,4.56024e-13
41963.1,2.36608e-12,3.7863e-13
47465,1.9674e-12,2.89729e-13
53448.2,1.97068e-12,3.15854e-13
58606.1,1.83507e-12,2.93189e-13
64128.5,1.42418e-12,2.4704e-13
69784.9,1.89268e-12,2.63475e-13
75076.2,1.32935e-12,2.66325e-13
76325.3,2.50952e-12,3.68088e-13
80862.2,1.62413e-12,3.16927e-13
81605.1,2.41557e-12,4.71365e-13
82269.5,1.82723e-12,3.08636e-13
86453,2.13599e-12,4.2439e-13
87043.9,2.75675e-12,5.45282e-13
87551.7,2.35389e-12,4.67524e-13
88149.6,2.06068e-12,3.68458e-13
92262.2,1.62934e-12,3.24847e-13
93065.7,2.24665e-12,4.46531e-13
93785.6,1.7922e-12,2.99434e-13
98055.4,1.90757e-12,3.79137e-13
98897,1.36154e-12,2.72114e-13
99833.7,1.63769e-12,3.25272e-13
103876,1.57051e-12,3.13877e-13
105022,1.36119e-12,2.09375e-13
109927,1.18298e-12,2.37331e-13
111107,1.35319e-12,2.29079e-13
122644,8.22606e-13,1.23932e-13
165591,6.72752e-13,1.17697e-13
177768,4.28106e-13,9.25011e-14
209251,4.32819e-13,1.44373e-13
