t_s,flux,flux_err
137.442,1.08116e-09,1.6118e-10
138.674,9.95935e-10,1.4861e-10
139.756,1.13096e-09,1.70467e-10
141.406,9.66254e-10,1.72315e-10
143.01,1.0019e-09,1.65733e-10
144.146,1.24488e-09,1.91945e-10
145.324,8.13946e-10,1.22572e-10
147.258,6.39194e-10,8.57875e-11
156.44,6.06516e-10,9.04525e-11
158.842,4.84264e-10,7.5224e-11
160.894,6.33378e-10,9.44554e-11
162.771,6.32789e-10,9.43784e-11
164.881,5.52473e-10,8.41025e-11
167.306,5.05297e-10,7.85225e-11
169.744,4.34243e-10,6.47985e-11
172.766,4.0295e-10,6.01369e-11
176.427,2.4534e-10,3.66132e-11
181.634,2.73932e-10,4.17483e-11
185.578,2.25552e-10,4.12373e-11
189.401,2.15346e-10,4.06033e-11
193.511,2.67181e-10,3.99567e-11
198.703,1.3243e-10,2.74431e-11
203.956,2.23347e-10,4.02178e-11
208.279,1.37063e-10,2.66703e-11
223.797,1.07523e-10,2.40768e-11
238.448,1.04595e-10,2.36213e-11
260.331,8.71365e-11,1.90403e-11
286.784,5.4242e-11,1.18845e-11
353.217,2.97934e-11,5.06869e-12
5349.75,1.33002e-12,3.53416e-13
5828.99,1.22353e-12,2.37819e-13
50868.9,1.62959e-13,5.12645e-14
