t_s,flux,flux_err
101.424,3.09736e-10,5.72155e-11
106.928,2.59386e-10,4.00245e-11
122.854,2.42874e-10,4.43425e-11
138.935,1.99942e-10,4.27379e-11
154.396,1.7589e-10,3.67664e-11
171.282,1.75347e-10,3.66528e-11
193.425,1.10765e-10,2.42364e-11
215.358,1.77334e-10,3.70681e-11
231.226,2.93401e-10,5.61875e-11
238.901,1.23021e-09,1.87151e-10
240.715,1.16563e-09,1.77325e-10
242.5,9.21566e-10,1.40197e-10
244.751,8.23037e-10,1.25207e-10
246.803,1.14924e-09,1.74832e-10
248.438,1.02094e-09,1.55315e-10
250.139,1.21855e-09,1.85377e-10
252.059,9.06959e-10,1.35202e-10
253.764,1.31751e-09,1.96403e-10
255.746,8.34049e-10,1.26883e-10
257.935,8.02599e-10,1.29913e-10
259.851,1.11804e-09,1.66668e-10
261.564,1.10254e-09,1.64358e-10
263.5,8.67171e-10,1.34652e-10
265.709,9.67551e-10,1.53377e-10
267.427,1.04061e-09,1.55126e-10
269.95,7.17637e-10,1.09173e-10
272.058,1.03766e-09,1.54685e-10
274.236,7.11001e-10,1.08164e-10
276.46,1.14968e-09,1.71384e-10
278.484,8.54129e-10,1.27326e-10
280.993,7.34088e-10,1.09432e-10
283.106,1.22516e-09,1.86381e-10
284.562,1.18043e-09,1.83294e-10
286.23,1.14405e-09,1.70545e-10
287.906,1.04697e-09,1.56074e-10
289.9,9.10833e-10,1.38564e-10
291.986,9.48219e-10,1.41352e-10
294.13,9.24736e-10,1.4359e-10
296.303,7.91962e-10,1.30923e-10
298.686,7.80284e-10,1.16318e-10
300.724,1.04337e-09,1.55537e-10
302.64,8.99878e-10,1.34146e-10
304.946,7.95251e-10,1.2098e-10
306.981,1.01777e-09,1.51721e-10
309.362,7.92095e-10,1.18079e-10
311.362,1.05899e-09,1.61103e-10
313.538,8.63935e-10,1.28788e-10
315.768,7.64322e-10,1.16275e-10
318.436,5.88391e-10,9.32722e-11
321.526,7.31662e-10,1.0907e-10
323.977,8.87328e-10,1.34988e-10
326.437,7.12598e-10,1.06228e-10
329.424,5.99247e-10,9.49933e-11
332.274,6.28023e-10,9.36203e-11
335.267,7.44785e-10,1.13303e-10
338.395,5.63674e-10,8.57509e-11
341.513,5.56799e-10,8.6458e-11
344.949,5.12863e-10,7.64531e-11
348.728,5.02529e-10,7.6449e-11
352.776,4.46716e-10,6.79582e-11
357.312,3.93771e-10,6.24208e-11
361.426,5.49705e-10,8.71397e-11
364.721,5.73154e-10,8.71931e-11
368.347,4.38649e-10,6.81121e-11
372.569,4.01598e-10,6.63899e-11
376.916,3.8513e-10,7.03149e-11
380.249,3.48146e-10,6.55323e-11
383.857,4.19787e-10,6.51832e-11
388.462,3.46428e-10,6.72582e-11
392.291,2.95545e-10,5.3959e-11
396.209,3.35848e-10,6.13173e-11
400.422,3.76805e-10,6.03371e-11
405.455,2.4339e-10,4.72536e-11
409.858,3.29414e-10,6.20064e-11
413.617,2.91148e-10,5.83282e-11
417.955,3.00329e-10,5.48324e-11
421.794,3.66225e-10,6.68633e-11
425.517,3.40651e-10,6.21942e-11
429.572,4.13425e-10,6.28938e-11
433.917,3.35969e-10,6.52276e-11
437.456,4.43712e-10,6.88983e-11
442.013,4.50647e-10,6.99752e-11
446.108,4.57582e-10,7.1052e-11
449.658,6.10453e-10,9.1001e-11
452.776,5.30842e-10,8.07563e-11
456.777,5.65892e-10,8.60884e-11
459.682,5.76112e-10,8.94569e-11
463.199,5.3243e-10,8.26742e-11
467.126,2.61545e-10,7.43392e-11
471.071,3.70205e-10,6.759e-11
474.564,3.36424e-10,6.5316e-11
478.269,3.13186e-10,5.71798e-11
482.432,3.55405e-10,6.48879e-11
485.87,3.72616e-10,6.80302e-11
490.266,2.73867e-10,5.00011e-11
494.794,2.78765e-10,5.24726e-11
499.239,2.43114e-10,4.87052e-11
504.654,2.42815e-10,4.71419e-11
509.237,2.72033e-10,5.8116e-11
513.589,1.87178e-10,4.57879e-11
519.094,2.5221e-10,4.60471e-11
525.616,1.74886e-10,3.39537e-11
546.694,1.42612e-10,2.98093e-11
574.134,1.13466e-10,2.5443e-11
612.339,8.4302e-11,1.90101e-11
654.25,8.40576e-11,1.84412e-11
693.175,1.15192e-10,2.47479e-11
716.457,2.02177e-10,4.13174e-11
740.257,1.12635e-10,2.5435e-11
769.118,1.72457e-10,3.62242e-11
784.176,2.67447e-10,5.98869e-11
799.115,2.82988e-10,5.68522e-11
810.506,3.39909e-10,7.62194e-11
823.507,5.4428e-10,7.87899e-11
834.298,8.0898e-10,1.23069e-10
836.965,6.73895e-10,1.02519e-10
839.942,5.87943e-10,8.9443e-11
843.477,5.36465e-10,8.16117e-11
846.349,7.42537e-10,1.12961e-10
849.123,6.4475e-10,1.11252e-10
851.477,7.50868e-10,1.14229e-10
854.013,7.83176e-10,1.21609e-10
856.51,8.5483e-10,1.30044e-10
858.868,7.2452e-10,1.1022e-10
861.485,7.56635e-10,1.12793e-10
864.236,6.54427e-10,1.0374e-10
867.196,6.62539e-10,1.00791e-10
869.319,9.96588e-10,1.5161e-10
871.54,6.82845e-10,1.0388e-10
874.174,7.78263e-10,1.18396e-10
876.57,8.13482e-10,1.23754e-10
879.049,8.07378e-10,1.22825e-10
881.624,7.60864e-10,1.15749e-10
