t_s,flux,flux_err
136.375,1.7235e-09,2.62975e-10
137.709,2.08144e-09,3.10283e-10
138.722,2.39713e-09,3.57343e-10
139.628,2.34428e-09,3.49466e-10
140.598,2.06467e-09,3.07783e-10
141.576,2.80062e-09,4.17492e-10
142.366,2.61792e-09,3.90257e-10
143.992,1.86963e-09,1.97077e-10
152.995,1.56871e-09,2.49735e-10
154.32,1.7447e-09,2.60086e-10
155.613,1.75621e-09,2.67545e-10
157.165,1.47809e-09,2.25176e-10
158.67,1.48575e-09,2.36528e-10
160.256,1.29016e-09,2.05389e-10
161.742,1.80892e-09,2.69658e-10
163.276,1.35429e-09,2.06316e-10
164.916,1.65183e-09,2.46241e-10
166.375,1.57274e-09,2.39596e-10
167.916,1.41907e-09,2.16185e-10
169.44,1.48477e-09,2.31203e-10
171.127,1.35064e-09,2.10316e-10
172.933,1.33912e-09,2.04005e-10
174.36,1.82449e-09,2.7198e-10
176.087,1.06682e-09,1.59033e-10
178.069,1.30056e-09,1.98131e-10
179.783,1.71828e-09,2.56147e-10
181.136,1.22068e-09,1.81969e-10
183.184,1.46708e-09,2.23499e-10
184.679,1.59402e-09,2.42837e-10
186.325,1.19968e-09,1.86809e-10
188.236,1.21979e-09,1.94187e-10
189.887,1.61583e-09,2.4616e-10
191.658,1.25434e-09,1.86986e-10
193.834,8.69363e-10,1.384e-10
195.859,1.2462e-09,1.89849e-10
197.938,1.04831e-09,1.59702e-10
200.021,1.1422e-09,1.77858e-10
202.186,1.09457e-09,1.70442e-10
203.942,1.46387e-09,2.2301e-10
205.834,1.01172e-09,1.50818e-10
208.156,1.11448e-09,1.73542e-10
210.437,9.24412e-10,1.37804e-10
212.616,1.2211e-09,1.94396e-10
214.517,1.33707e-09,2.12858e-10
216.278,1.00302e-09,1.67008e-10
218.225,1.38258e-09,2.15291e-10
220.283,1.08614e-09,1.69129e-10
222.636,8.30755e-10,1.3524e-10
225.237,8.51031e-10,1.32519e-10
228.009,8.33862e-10,1.29846e-10
230.387,1.09185e-09,1.66335e-10
232.729,8.19509e-10,1.27611e-10
235.51,1.00071e-09,1.52451e-10
237.877,9.59607e-10,1.52767e-10
240.288,8.80167e-10,1.34087e-10
242.832,7.05032e-10,1.17392e-10
245.684,9.91174e-10,1.47756e-10
248.075,8.09409e-10,1.34772e-10
250.836,9.48012e-10,1.47621e-10
253.584,8.76448e-10,1.36477e-10
256.195,1.00462e-09,1.53046e-10
258.589,8.67169e-10,1.38051e-10
261.448,7.01095e-10,1.28084e-10
264.378,7.21432e-10,1.1485e-10
267.463,7.03722e-10,1.22672e-10
270.18,8.3118e-10,1.51849e-10
272.909,6.65535e-10,1.13371e-10
276.36,4.80332e-10,1.0445e-10
279.823,5.85606e-10,1.09571e-10
282.935,8.77694e-10,1.36671e-10
286.022,7.01821e-10,1.11728e-10
4569.97,1.01593e-11,2.29225e-12
4707.06,6.34587e-12,1.43182e-12
4887.29,8.33867e-12,1.87509e-12
4999.69,8.15509e-12,1.83381e-12
5165.4,8.28749e-12,1.82602e-12
5281.16,1.0433e-11,2.34076e-12
5428.49,7.16962e-12,1.6104e-12
5597.05,4.33509e-12,1.13975e-12
5816.05,5.37014e-12,1.21717e-12
6000.25,4.67627e-12,1.21833e-12
6246.41,6.02811e-12,1.1551e-12
11987.1,1.83496e-12,3.88406e-13
17439.3,2.22729e-12,5.80974e-13
18113.2,1.27786e-12,3.09623e-13
23606.5,8.3787e-13,2.09603e-13
29184.4,9.19581e-13,1.89107e-13
34192.2,6.92297e-13,1.56209e-13
