t_s,flux,flux_err
72.1642,2.6198e-09,3.90578e-10
72.7115,3.45422e-09,5.14926e-10
73.2462,3.24024e-09,4.83027e-10
73.7939,3.07402e-09,4.58248e-10
74.3521,3.69131e-09,5.50269e-10
74.9013,2.61227e-09,3.89414e-10
75.4961,3.18006e-09,4.74055e-10
76.0493,3.0856e-09,4.59975e-10
76.6858,2.81652e-09,4.19863e-10
77.2348,3.75199e-09,5.20308e-10
77.8966,2.37911e-09,3.54658e-10
78.6238,2.44575e-09,3.64595e-10
79.7235,1.94125e-09,2.25683e-10
88.0631,2.26681e-09,3.4571e-10
89.067,1.50623e-09,2.24761e-10
90.1891,2.01348e-09,3.06965e-10
91.153,1.82614e-09,2.84508e-10
92.189,1.85646e-09,2.76887e-10
93.353,1.40279e-09,2.0921e-10
94.806,1.33236e-09,1.9868e-10
96.261,1.19978e-09,1.82816e-10
97.711,1.14891e-09,1.75059e-10
99.389,1.19973e-09,1.86845e-10
100.894,1.37849e-09,2.05516e-10
102.265,1.27052e-09,1.89414e-10
103.688,1.2523e-09,1.86699e-10
105.204,1.32147e-09,1.97006e-10
106.642,1.25941e-09,1.91871e-10
108.369,1.01604e-09,1.54792e-10
109.793,1.31363e-09,1.95834e-10
111.477,1.10252e-09,1.64359e-10
113.031,1.21763e-09,1.81518e-10
114.666,1.03004e-09,1.53552e-10
116.331,1.19135e-09,1.81496e-10
118.176,7.37959e-10,1.14914e-10
120.564,9.36046e-10,1.45759e-10
122.548,8.90886e-10,1.38727e-10
124.598,8.70534e-10,1.29773e-10
126.864,7.56269e-10,1.15213e-10
129.192,9.21796e-10,1.37415e-10
131.332,8.42799e-10,1.28395e-10
133.255,9.0803e-10,1.38333e-10
135.7,6.67809e-10,1.06314e-10
138.541,6.34182e-10,1.03241e-10
141.648,5.59246e-10,8.51979e-11
144.635,6.26417e-10,9.54308e-11
147.204,6.49143e-10,9.67696e-11
150.401,5.99893e-10,9.13901e-11
153.39,6.91726e-10,1.07715e-10
156.219,5.04113e-10,7.51501e-11
159.986,4.82549e-10,7.19357e-11
163.795,5.27049e-10,8.02934e-11
167.114,6.02876e-10,8.98737e-11
170.614,4.80484e-10,7.16283e-11
174.605,3.97608e-10,6.05744e-11
179.548,4.06234e-10,6.05599e-11
183.822,3.26588e-10,5.96281e-11
188.06,3.07799e-10,5.61978e-11
191.728,3.35474e-10,6.12509e-11
195.325,3.12367e-10,5.89236e-11
199.766,2.7228e-10,5.13618e-11
204.246,2.83183e-10,5.24945e-11
209.014,2.31896e-10,4.52156e-11
214.763,2.155e-10,4.06512e-11
220.035,2.4131e-10,4.552e-11
224.778,2.68929e-10,5.07299e-11
231.018,1.84409e-10,3.36698e-11
238.506,1.37488e-10,2.68077e-11
247.276,1.47807e-10,2.78818e-11
254.856,1.80268e-10,3.29134e-11
261.098,2.04254e-10,3.72929e-11
268.476,1.53235e-10,2.9878e-11
274.655,2.3519e-10,4.29409e-11
280.503,2.30023e-10,4.33907e-11
285.063,2.60374e-10,5.43235e-11
289.205,3.68146e-10,6.94451e-11
292.526,3.27817e-10,5.98526e-11
296.273,3.69229e-10,6.74138e-11
299.799,3.32651e-10,6.07353e-11
303.917,4.2723e-10,6.5088e-11
308.238,4.227e-10,6.43982e-11
312.212,4.88188e-10,7.27788e-11
315.887,5.05191e-10,7.86709e-11
319.713,4.11597e-10,6.13602e-11
323.86,3.55443e-10,6.48969e-11
327.746,3.59813e-10,6.26377e-11
331.907,4.15169e-10,6.18929e-11
336.399,4.10618e-10,6.12144e-11
340.567,3.6272e-10,6.21203e-11
344.094,3.717e-10,6.78648e-11
348.092,3.04094e-10,5.55216e-11
352.194,4.62302e-10,7.04318e-11
356.098,3.70361e-10,6.25196e-11
360.146,4.69755e-10,7.00306e-11
364.318,3.42447e-10,6.4598e-11
368.996,2.23371e-10,4.50405e-11
373.34,3.89115e-10,5.8009e-11
378.178,2.84782e-10,5.19957e-11
382.312,3.43704e-10,6.17339e-11
387.247,2.63588e-10,5.13951e-11
391.939,2.48352e-10,4.84238e-11
396.836,2.34527e-10,4.72898e-11
400.895,3.18728e-10,6.01235e-11
404.924,2.59311e-10,4.73448e-11
409.587,2.63446e-10,5.13669e-11
414.38,2.30848e-10,4.3546e-11
420.268,2.28668e-10,4.77081e-11
424.215,3.07275e-10,5.7963e-11
429.355,2.40047e-10,4.3828e-11
434.484,2.52397e-10,4.60827e-11
439.901,1.9012e-10,3.70698e-11
446.232,1.88113e-10,3.66787e-11
452.407,2.27445e-10,4.1527e-11
457.643,2.49285e-10,4.86063e-11
494.206,8.2175e-11,1.82484e-11
543.555,1.42474e-10,2.9253e-11
589.959,9.39889e-11,2.12246e-11
654.585,5.10503e-11,1.15282e-11
733.293,9.93724e-11,2.18304e-11
772.416,1.7998e-10,3.96449e-11
793.102,4.18827e-10,7.55648e-11
