t_s,flux,flux_err
1128.07,2.46997e-11,5.5538e-12
1225.1,2.04785e-11,4.62526e-12
1313.71,2.74681e-11,6.17627e-12
1425.86,1.65268e-11,3.18376e-12
4739.9,8.11596e-12,1.83817e-12
4895.22,9.15224e-12,2.02359e-12
5074.44,5.65461e-12,1.27817e-12
5258.41,9.14871e-12,2.07003e-12
5404.68,7.88061e-12,1.7831e-12
5562.85,6.55003e-12,1.36145e-12
10614.6,2.92205e-12,7.61508e-13
10876.4,3.37137e-12,8.86874e-13
11144.5,2.7073e-12,7.14017e-13
11482.1,3.05271e-12,7.7477e-13
16629.8,1.58382e-12,4.19536e-13
17396.7,1.68104e-12,3.9555e-13
22578.4,9.76068e-13,2.60141e-13
23340.7,2.1013e-12,4.12927e-13
28202.9,1.58576e-12,4.18897e-13
28592.3,1.96804e-12,5.19295e-13
29317.7,1.29848e-12,2.61974e-13
34049.1,1.35606e-12,3.59989e-13
34746.5,1.09116e-12,2.90838e-13
35637.1,1.21671e-12,2.72245e-13
39689.4,1.68941e-12,4.44797e-13
40789.6,7.58206e-13,1.54094e-13
45610.4,1.03538e-12,2.74963e-13
46824.1,6.99137e-13,1.59533e-13
51312.3,9.90515e-13,2.67156e-13
52603.5,5.0881e-13,1.37077e-13
57828.5,6.88762e-13,1.42723e-13
63916.6,5.17221e-13,1.16295e-13
