t_s,flux,flux_err
383.717,2.92702e-09,4.36337e-10
384.526,1.82115e-09,2.72571e-10
385.541,3.2096e-09,5.61807e-10
386.927,2.38569e-09,3.66512e-10
388.614,1.77233e-09,2.99982e-10
389.719,1.93786e-09,2.91913e-10
391.108,2.10613e-09,2.28098e-10
399.366,2.5171e-09,3.75284e-10
400.179,2.55704e-09,3.88529e-10
400.921,2.23624e-09,3.39791e-10
401.797,2.4622e-09,3.81352e-10
402.782,1.75002e-09,2.65938e-10
403.686,2.44998e-09,3.65362e-10
404.443,2.48687e-09,3.77999e-10
405.297,2.44999e-09,3.6551e-10
406.222,1.97957e-09,3.01015e-10
407.162,1.91076e-09,2.85196e-10
408.237,1.60764e-09,2.44523e-10
409.26,2.57567e-09,3.91958e-10
410.103,2.38244e-09,3.62882e-10
411.027,2.00125e-09,3.04836e-10
411.917,2.36787e-09,3.53996e-10
412.941,2.17937e-09,3.32241e-10
413.801,1.7568e-09,2.68033e-10
415.006,2.12391e-09,3.20385e-10
415.984,2.21929e-09,3.32875e-10
417.1,1.71167e-09,2.56643e-10
418.208,1.78033e-09,2.77352e-10
419.241,2.41188e-09,3.62342e-10
420.052,2.24605e-09,3.38177e-10
421.008,2.39756e-09,3.6051e-10
421.925,2.04263e-09,3.07308e-10
423.009,1.97142e-09,2.97107e-10
423.969,2.02049e-09,3.10397e-10
425.105,1.97795e-09,3.00428e-10
426.192,1.90218e-09,2.93996e-10
427.443,1.59381e-09,2.46728e-10
428.694,1.77102e-09,2.66581e-10
429.83,1.92412e-09,2.98102e-10
430.85,1.87839e-09,2.9778e-10
431.945,2.31672e-09,3.53691e-10
432.973,1.85338e-09,2.82548e-10
434.154,1.82697e-09,2.839e-10
435.468,1.47914e-09,2.26375e-10
436.718,1.96161e-09,3.23721e-10
437.834,1.86941e-09,3.08024e-10
438.836,2.40325e-09,3.68827e-10
439.775,1.93856e-09,3.04863e-10
440.824,2.33466e-09,3.72135e-10
441.676,2.21531e-09,3.41852e-10
442.639,2.46936e-09,3.96418e-10
443.888,1.69576e-09,2.61257e-10
444.875,2.46591e-09,3.80581e-10
445.809,2.11247e-09,3.25862e-10
446.764,3.05662e-09,4.72231e-10
447.491,2.3534e-09,3.63638e-10
448.479,2.21844e-09,3.42434e-10
449.394,2.56251e-09,3.93975e-10
450.314,2.62195e-09,4.26143e-10
451.037,2.70878e-09,4.19201e-10
451.959,2.41742e-09,3.74199e-10
452.941,2.35096e-09,3.6239e-10
453.811,1.98195e-09,3.0552e-10
454.84,2.69203e-09,4.14792e-10
455.647,2.4845e-09,3.81111e-10
456.624,1.88729e-09,2.89847e-10
457.842,1.87483e-09,2.92448e-10
458.776,2.73167e-09,4.26084e-10
459.543,3.64546e-09,5.57361e-10
460.267,2.48953e-09,3.80576e-10
461.024,2.95857e-09,4.52184e-10
462.005,1.99214e-09,3.09401e-10
462.799,3.31697e-09,5.04621e-10
463.592,2.17175e-09,3.42739e-10
464.554,2.30124e-09,3.64121e-10
465.37,2.43676e-09,3.7908e-10
466.322,2.43666e-09,3.71114e-10
467.13,2.73785e-09,4.24829e-10
467.804,2.84387e-09,4.4239e-10
468.728,2.03678e-09,3.10422e-10
469.686,2.50852e-09,3.8022e-10
470.593,2.07441e-09,3.26268e-10
471.445,2.88504e-09,4.37716e-10
472.226,2.85777e-09,4.41299e-10
472.994,2.24815e-09,3.39675e-10
474.005,2.0249e-09,3.11853e-10
474.969,2.34555e-09,3.67969e-10
