t_s,flux,flux_err
76.8385,9.57929e-10,1.42803e-10
78.9524,1.06813e-09,1.59228e-10
82.1999,7.78555e-10,9.80986e-11
93.244,7.13759e-10,1.06407e-10
96.824,6.84501e-10,1.04135e-10
100.008,7.06867e-10,1.05375e-10
103.396,1.03687e-09,1.57738e-10
105.949,8.98251e-10,1.33904e-10
108.719,8.58961e-10,1.28047e-10
111.394,1.25791e-09,1.91364e-10
113.439,9.12173e-10,1.38768e-10
116.196,8.85016e-10,1.31931e-10
118.905,8.0262e-10,1.22101e-10
122.129,7.22932e-10,1.07769e-10
125.49,7.15065e-10,1.06596e-10
129.027,7.04988e-10,1.07249e-10
132.252,7.40233e-10,1.10348e-10
136.068,6.22888e-10,9.47591e-11
140.071,4.7971e-10,8.48015e-11
143.656,4.30697e-10,8.10712e-11
147.456,6.0818e-10,9.25216e-11
151.346,4.6265e-10,8.4468e-11
155.496,2.67313e-10,5.35533e-11
161.349,2.75097e-10,5.34093e-11
166.486,3.15663e-10,5.9418e-11
171.282,3.7921e-10,6.9234e-11
175.971,3.29872e-10,6.02261e-11
181.335,2.98547e-10,5.98106e-11
186.255,2.87459e-10,5.24826e-11
202.341,2.4719e-10,5.5507e-11
218.53,2.47652e-10,5.57679e-11
241.341,1.93337e-10,4.35369e-11
262.612,2.02251e-10,4.43123e-11
280.588,2.48179e-10,5.56507e-11
309.235,1.32051e-10,2.97362e-11
336.092,1.56558e-10,3.5455e-11
359.119,2.55935e-10,5.63769e-11
382.113,1.64039e-10,3.59885e-11
406.46,1.90781e-10,4.3083e-11
425.746,2.58905e-10,5.69543e-11
452.881,1.65445e-10,3.46669e-11
478.928,1.95316e-10,4.37353e-11
500.549,2.20911e-10,4.61758e-11
522.891,1.8008e-10,3.96142e-11
547.977,2.12024e-10,4.54938e-11
566.454,2.51155e-10,5.62389e-11
590.498,1.90734e-10,4.07165e-11
619.671,1.29742e-10,2.84643e-11
657.089,1.29179e-10,2.83788e-11
687.668,1.57153e-10,3.52394e-11
714.831,1.33557e-10,2.99904e-11
746.445,1.81893e-10,3.9852e-11
770.145,1.55973e-10,3.50735e-11
803.854,1.33888e-10,2.99804e-11
831.075,1.58051e-10,3.55408e-11
858.651,1.5144e-10,3.32691e-11
893.499,1.33759e-10,3.02061e-11
926.223,1.394e-10,3.06242e-11
951.104,2.28572e-10,5.02816e-11
977.386,1.34192e-10,3.02182e-11
1005.48,1.94622e-10,4.38263e-11
1031.05,1.45623e-10,3.29318e-11
1075.33,1.06883e-10,2.3449e-11
1102.62,1.43157e-10,3.24202e-11
1134.34,1.25328e-10,2.82222e-11
1182.37,7.89059e-11,1.74755e-11
1231.24,1.08645e-10,2.44308e-11
1264.64,1.72727e-10,3.70145e-11
1293.24,1.6039e-10,3.43266e-11
1319.07,1.52756e-10,3.34684e-11
1360.61,1.07882e-10,2.42594e-11
1397.7,9.70755e-11,2.20156e-11
1449.02,1.19356e-10,2.5676e-11
1486.73,9.68015e-11,2.17064e-11
1522.11,1.34295e-10,3.01139e-11
1575.29,6.95573e-11,1.57077e-11
1623.39,1.162e-10,2.61668e-11
1671.54,6.65559e-11,1.47004e-11
1737.27,7.53408e-11,1.69179e-11
1796.51,8.27371e-11,1.81274e-11
1850.66,7.19716e-11,1.62529e-11
1913.49,7.90544e-11,1.73671e-11
1962.13,9.6357e-11,2.16677e-11
2004.04,1.13884e-10,2.50524e-11
2059.74,7.18237e-11,1.62195e-11
2108.13,9.56612e-11,2.0959e-11
2153.64,1.13031e-10,2.48647e-11
2208.47,6.37017e-11,1.43651e-11
2275.02,7.77567e-11,1.75098e-11
2325.56,8.55828e-11,1.898e-11
2394.2,6.12222e-11,1.31533e-11
2448.78,8.17669e-11,1.8465e-11
2501.22,1.0175e-10,2.28161e-11
2569.41,7.83174e-11,1.42077e-11
13805.1,1.21654e-11,2.75248e-12
13986.6,1.42238e-11,2.53295e-12
23158.2,5.35368e-12,1.21238e-12
23363.5,5.99224e-12,1.3633e-12
23527.9,7.918e-12,1.78481e-12
23697.5,7.13187e-12,1.61319e-12
23821.7,1.09356e-11,2.45652e-12
24014.5,3.68497e-12,9.73737e-13
24183.4,7.91313e-12,1.79615e-12
24385.4,6.72157e-12,1.20371e-12
29397.6,5.23547e-12,8.11348e-13
34734.6,5.71058e-12,9.84801e-13
40360.4,4.62334e-12,1.20542e-12
40627.1,2.88585e-12,6.57231e-13
46148.4,2.98154e-12,7.85196e-13
46530.2,3.17565e-12,6.44208e-13
89953.7,1.13512e-12,3.0161e-13
98436.8,9.73415e-13,2.23433e-13
104092,8.78906e-13,2.03422e-13
