t_s,flux,flux_err
127.053,2.83206e-09,4.36231e-10
127.612,2.96249e-09,4.46127e-10
128.232,3.63874e-09,4.63503e-10
128.883,3.36589e-09,4.1631e-10
129.609,3.75984e-09,4.64233e-10
130.189,3.59924e-09,4.43852e-10
130.829,3.06838e-09,4.49696e-10
131.405,4.71833e-09,5.89483e-10
131.905,2.93454e-09,4.49188e-10
132.516,3.40843e-09,4.19192e-10
133.146,2.82409e-09,4.22734e-10
133.721,4.30738e-09,5.36842e-10
134.295,3.99786e-09,4.97969e-10
134.918,3.18328e-09,3.90706e-10
135.59,4.41083e-09,5.41084e-10
136.219,3.85633e-09,4.72872e-10
136.746,4.85774e-09,5.91166e-10
137.248,3.09406e-09,4.57186e-10
137.88,3.36585e-09,4.24556e-10
138.468,4.26303e-09,5.22225e-10
138.964,3.04034e-09,4.5401e-10
139.615,3.4941e-09,4.2786e-10
140.26,3.58088e-09,4.51407e-10
140.909,3.7449e-09,4.65165e-10
141.464,2.70403e-09,4.12446e-10
142.066,2.82664e-09,4.21905e-10
142.68,3.07683e-09,4.01153e-10
143.358,3.70227e-09,4.59639e-10
143.927,4.17703e-09,5.18495e-10
144.448,3.10435e-09,4.63138e-10
144.965,4.14795e-09,5.37941e-10
145.584,3.28027e-09,4.13026e-10
146.271,3.51274e-09,4.29583e-10
146.89,3.05495e-09,4.65669e-10
147.421,3.51267e-09,4.35816e-10
148.05,3.9504e-09,4.83044e-10
148.634,4.62635e-09,5.69619e-10
149.129,3.97668e-09,4.86233e-10
149.714,4.22037e-09,5.16018e-10
150.273,2.89052e-09,4.31128e-10
150.81,2.77198e-09,4.13444e-10
151.466,3.22785e-09,4.00409e-10
152.104,3.06173e-09,4.56605e-10
152.686,3.55593e-09,4.41071e-10
153.336,3.43394e-09,4.19796e-10
153.966,2.66279e-09,3.97099e-10
154.55,3.9582e-09,4.90916e-10
155.132,2.91933e-09,4.35342e-10
155.651,2.89052e-09,4.31039e-10
156.222,4.05051e-09,4.9509e-10
156.77,3.68544e-09,4.50458e-10
157.455,3.372e-09,4.12142e-10
158.129,3.42491e-09,4.18597e-10
158.84,3.27922e-09,4.06676e-10
159.5,3.46302e-09,4.23283e-10
160.196,3.5878e-09,4.44951e-10
160.746,3.10947e-09,4.63672e-10
161.286,4.07654e-09,5.20602e-10
161.808,2.90549e-09,4.4275e-10
162.312,3.09406e-09,4.51451e-10
162.94,3.9206e-09,4.7918e-10
163.491,3.90027e-09,4.94074e-10
164.108,3.49083e-09,4.26651e-10
164.72,4.09275e-09,5.00216e-10
165.366,3.48151e-09,4.25493e-10
165.971,3.73297e-09,4.62918e-10
166.634,3.62811e-09,4.49914e-10
167.243,2.73168e-09,4.07327e-10
167.797,3.93241e-09,4.80617e-10
168.407,3.45353e-09,4.28267e-10
169.065,2.7308e-09,4.16115e-10
169.656,3.29001e-09,4.02094e-10
170.316,4.12028e-09,5.03567e-10
170.927,2.68939e-09,4.0981e-10
171.483,3.09785e-09,4.0691e-10
172.095,4.09446e-09,5.00398e-10
172.664,3.41848e-09,4.23911e-10
