t_s,flux,flux_err
174.566,2.19825e-10,4.01343e-11
179.864,2.02505e-10,3.81715e-11
185.243,2.0862e-10,3.93242e-11
190.484,2.24839e-10,4.52372e-11
194.794,2.34784e-10,4.28655e-11
199.536,2.74647e-10,5.01434e-11
203.171,2.95556e-10,5.75439e-11
207.654,3.62737e-10,5.52342e-11
211.629,5.49446e-10,8.54765e-11
214.735,4.66916e-10,6.96038e-11
217.883,6.95053e-10,1.05836e-10
220.585,5.44085e-10,8.28481e-11
224.202,2.86965e-10,5.23925e-11
227.904,3.30883e-10,5.84925e-11
231.419,3.03369e-10,5.7184e-11
235.582,3.99654e-10,5.95769e-11
239.48,5.3445e-10,7.96712e-11
242.636,4.7348e-10,7.20971e-11
246.384,4.76239e-10,7.09937e-11
250.248,3.33526e-10,5.2088e-11
254.377,5.11903e-10,7.63101e-11
257.633,5.39904e-10,8.04842e-11
260.273,6.94152e-10,1.03478e-10
262.747,6.63365e-10,9.88888e-11
265.444,6.71817e-10,1.06799e-10
268.335,5.1887e-10,7.90086e-11
271.638,4.72242e-10,7.03978e-11
275.217,4.16928e-10,6.34859e-11
279.378,3.40624e-10,5.37693e-11
283.761,3.1734e-10,5.79382e-11
288.043,2.71787e-10,4.96214e-11
291.638,2.77586e-10,5.40452e-11
295.99,2.57922e-10,5.02167e-11
299.773,2.78994e-10,5.09371e-11
305.498,2.03668e-10,3.83908e-11
310.337,2.29148e-10,4.18365e-11
314.725,2.44046e-10,4.45565e-11
320.499,1.97209e-10,3.60053e-11
325.264,3.12254e-10,4.75471e-11
330.84,2.22192e-10,4.47047e-11
335.922,2.18595e-10,3.99099e-11
340.999,3.02016e-10,5.51404e-11
345.064,2.11946e-10,3.86958e-11
350.633,2.13795e-10,4.16253e-11
356.328,1.61375e-10,3.04187e-11
361.871,2.36821e-10,4.464e-11
366.479,2.51199e-10,4.58624e-11
371.102,2.61922e-10,4.78202e-11
377.116,1.34823e-10,2.71262e-11
395.818,1.43589e-10,3.08355e-11
414.773,8.94106e-11,2.02497e-11
457.874,6.38812e-11,1.40035e-11
470.267,3.10136e-10,6.94588e-11
478.842,4.01883e-10,6.79923e-11
487.584,3.16089e-10,6.93955e-11
494.868,3.17389e-10,6.926e-11
506.39,1.68363e-10,3.6051e-11
522.678,1.42907e-10,3.06001e-11
547.155,7.56437e-11,1.69683e-11
601.821,3.35614e-11,5.48098e-12
845.549,2.58155e-11,5.81931e-12
915.77,3.17285e-11,6.77443e-12
953.135,5.56091e-11,1.24346e-11
994.055,3.79797e-11,8.56136e-12
1035.63,5.03751e-11,1.10435e-11
1076.78,3.59077e-11,8.1206e-12
1165.18,3.36131e-11,6.08257e-12
4774.8,3.02849e-12,7.9022e-13
4988.83,3.2677e-12,7.7972e-13
5282.93,2.92638e-12,7.45485e-13
5457.28,4.86494e-12,1.09817e-12
5626.88,3.25097e-12,8.51872e-13
5873.44,3.07551e-12,8.0504e-13
6063.27,2.39986e-12,6.29519e-13
6383.01,4.06755e-12,7.89684e-13
6729.23,3.25776e-12,8.01966e-13
6966.46,2.54322e-12,6.79393e-13
10557.2,3.41541e-12,8.88366e-13
10801,1.77952e-12,4.68296e-13
11156.8,1.74412e-12,4.63928e-13
11467.5,2.87185e-12,7.52538e-13
11720.4,2.33078e-12,6.10109e-13
11989.5,2.35397e-12,6.24128e-13
12302.3,1.91141e-12,5.06245e-13
12657.2,2.66325e-12,6.08941e-13
16380.9,2.16599e-12,5.70441e-13
16674.7,2.4209e-12,6.36236e-13
16898.9,3.28559e-12,8.58974e-13
17457.8,1.21942e-12,2.32267e-13
18368.9,2.37872e-12,4.85028e-13
22382.1,9.08059e-13,2.39831e-13
23370.1,7.1651e-13,1.52752e-13
28046,1.36582e-12,3.55587e-13
28704.3,9.25309e-13,2.46018e-13
29728.3,9.0649e-13,1.95633e-13
33929,1.27068e-12,2.74332e-13
34730.1,1.04746e-12,2.77158e-13
35537,7.523e-13,1.99301e-13
46623.9,7.14113e-13,1.74056e-13
110363,4.35728e-13,1.11506e-13
116035,2.93965e-13,8.96773e-14
