t_s,flux,flux_err
94.4476,2.3625e-09,3.54368e-10
95.549,1.98494e-09,3.0028e-10
96.9398,1.89818e-09,3.41061e-10
98.5536,2.37965e-09,3.9561e-10
99.5264,2.48062e-09,3.99855e-10
100.79,1.86872e-09,2.85769e-10
101.792,3.20353e-09,4.82846e-10
102.464,3.39663e-09,5.10055e-10
103.249,2.71475e-09,4.06838e-10
104.063,2.682e-09,3.8094e-10
111.82,2.68407e-09,4.17795e-10
112.699,2.28684e-09,3.41912e-10
113.643,2.86616e-09,4.37307e-10
114.689,2.16628e-09,3.24096e-10
115.595,3.14268e-09,4.80225e-10
116.437,2.46436e-09,4.00675e-10
117.477,2.17675e-09,3.26312e-10
118.67,1.90604e-09,2.97955e-10
119.869,2.18726e-09,3.28557e-10
120.921,2.15943e-09,3.25332e-10
122.089,2.21056e-09,3.40269e-10
123.37,1.71629e-09,2.64601e-10
124.696,2.03271e-09,3.08859e-10
126.063,1.64963e-09,2.65866e-10
127.379,2.31096e-09,3.58099e-10
128.647,1.74048e-09,2.66585e-10
129.94,2.0041e-09,3.07015e-10
131.526,1.52341e-09,2.35652e-10
132.973,2.16258e-09,3.42825e-10
134.189,2.04613e-09,3.22515e-10
135.828,1.52446e-09,2.49373e-10
137.289,1.92923e-09,3.03047e-10
139.058,1.53008e-09,2.43673e-10
140.567,2.03402e-09,3.28611e-10
142.331,1.21452e-09,1.93748e-10
144.552,1.49673e-09,2.45156e-10
146.102,1.66569e-09,2.75284e-10
147.835,1.58172e-09,2.58075e-10
149.725,1.50241e-09,2.45027e-10
151.636,1.46771e-09,2.36417e-10
153.394,1.77003e-09,2.81847e-10
155.031,1.75026e-09,2.85967e-10
156.717,1.42722e-09,2.37902e-10
158.751,1.37911e-09,2.21436e-10
160.823,1.31743e-09,2.1517e-10
163.258,1.092e-09,1.78724e-10
165.411,1.36986e-09,2.21836e-10
167.624,1.2188e-09,1.97239e-10
170.048,1.06753e-09,1.69786e-10
172.385,1.15553e-09,1.80389e-10
175.442,8.59694e-10,1.39832e-10
177.854,1.16113e-09,1.82249e-10
180.953,7.93347e-10,1.28318e-10
183.741,8.37583e-10,1.42397e-10
186.801,7.64956e-10,1.19409e-10
190.389,6.94376e-10,1.06391e-10
193.777,1.01687e-09,1.59531e-10
197.06,6.19082e-10,9.47214e-11
201.24,5.44017e-10,8.47013e-11
205.422,6.94379e-10,1.09754e-10
209.852,4.97253e-10,7.70182e-11
214.678,5.44823e-10,8.26234e-11
219.213,4.2766e-10,7.95946e-11
223.026,6.72662e-10,1.04031e-10
226.938,5.54982e-10,8.55801e-11
231.098,4.3675e-10,8.28797e-11
234.976,4.48109e-10,8.27241e-11
239.648,3.56996e-10,6.58283e-11
243.617,3.72287e-10,6.86219e-11
248.823,3.51111e-10,6.47703e-11
253.858,3.08877e-10,5.87919e-11
260.21,2.23878e-10,4.25411e-11
265.699,3.87908e-10,7.36978e-11
270.861,2.5181e-10,5.59726e-11
276.602,2.96353e-10,5.46202e-11
282.005,3.14147e-10,5.79911e-11
287.356,2.86683e-10,5.28759e-11
292.88,3.50944e-10,6.68193e-11
297.734,2.52727e-10,5.27395e-11
303.145,3.28303e-10,6.63762e-11
308.549,3.26168e-10,6.39147e-11
323.879,2.62613e-10,5.87221e-11
342.709,2.70256e-10,5.94506e-11
367.093,1.80229e-10,4.05276e-11
388.978,1.72829e-10,3.78152e-11
417.156,2.46762e-10,5.30151e-11
432.517,3.16366e-10,6.95005e-11
454.99,1.44818e-10,3.18142e-11
487.482,1.79803e-10,4.04889e-11
509.793,1.81671e-10,4.08517e-11
540.426,1.42408e-10,3.05561e-11
568.453,1.49689e-10,3.36602e-11
611.667,1.25863e-10,2.76501e-11
645.769,1.09561e-10,2.35686e-11
696.985,1.24315e-10,2.50596e-11
728.562,1.51533e-10,3.39314e-11
768.116,1.06228e-10,2.39547e-11
803.809,1.54884e-10,3.31057e-11
834.889,1.63952e-10,3.68674e-11
866.431,1.06839e-10,2.39907e-11
911.179,1.20266e-10,2.71202e-11
949.047,1.20036e-10,2.70684e-11
1003.95,7.91447e-11,1.74807e-11
1051.57,1.01303e-10,2.27797e-11
1089.71,1.06766e-10,2.39071e-11
1143.03,9.51569e-11,2.05228e-11
1197.65,9.54155e-11,2.04207e-11
1239.46,1.1153e-10,2.45342e-11
1298.29,8.25972e-11,1.81697e-11
1346.83,9.60226e-11,2.16534e-11
1387.16,1.05925e-10,2.327e-11
1442.36,6.00947e-11,1.36674e-11
1514.95,9.2595e-11,2.07631e-11
1584.43,6.48996e-11,1.19946e-11
5020.32,6.87841e-12,1.56711e-12
5234.64,7.38576e-12,1.66778e-12
5422.17,6.42505e-12,1.46237e-12
5638.91,6.32773e-12,1.44309e-12
5984.09,5.77647e-12,9.66988e-13
11000.1,2.40096e-12,6.29176e-13
11571.6,2.66901e-12,5.30113e-13
16782.5,1.60812e-12,4.23318e-13
17262.7,1.71615e-12,4.48343e-13
17881.4,1.81623e-12,4.11744e-13
