t_s,flux,flux_err
86.441,8.49276e-10,1.26704e-10
89.494,1.00623e-09,1.50107e-10
91.75,1.48644e-09,2.21764e-10
92.974,2.22312e-09,3.28024e-10
94.256,2.22068e-09,3.31284e-10
95.498,1.86453e-09,2.84221e-10
96.983,1.59893e-09,2.43734e-10
98.772,1.26869e-09,1.89264e-10
101.202,9.30648e-10,1.38852e-10
104.809,5.61891e-10,8.75614e-11
109.33,5.60859e-10,8.36779e-11
114.115,3.15772e-10,5.95978e-11
119.559,3.40974e-10,6.22941e-11
125.9,2.34201e-10,4.27913e-11
132.737,2.55322e-10,4.81975e-11
143.729,1.542e-10,2.81791e-11
153.014,1.60914e-10,3.14024e-11
171.566,1.28128e-10,2.8782e-11
195.916,6.59029e-11,1.48041e-11
235.329,5.72437e-11,1.29183e-11
279.666,5.04357e-11,1.13644e-11
355.371,4.52422e-11,7.1863e-12
4110.74,4.69534e-12,1.10629e-12
4386.94,7.32883e-12,1.65362e-12
4660.77,3.85914e-12,1.02715e-12
4897.35,1.03409e-11,2.28164e-12
5146.3,4.46987e-12,1.1897e-12
5393.78,4.63754e-12,1.22676e-12
5659.91,4.98157e-12,1.16406e-12
6000.49,5.79453e-12,1.18877e-12
33393,4.17446e-13,1.13775e-13
39812.2,3.77254e-13,1.07109e-13
45947.8,2.50393e-13,1.02592e-13
