t_s,flux,flux_err
134.98,4.88142e-10,7.277e-11
139.895,3.72948e-10,4.39604e-11
154.775,5.04158e-10,7.67059e-11
157.132,1.04542e-09,1.6234e-10
159.09,7.98457e-10,1.21475e-10
160.917,1.04542e-09,1.62337e-10
162.285,1.76161e-09,2.62615e-10
163.25,1.41308e-09,2.28733e-10
164.382,1.52014e-09,2.31263e-10
165.471,1.68787e-09,2.5162e-10
166.479,1.77736e-09,2.64958e-10
167.431,1.70194e-09,2.64278e-10
168.41,1.80712e-09,2.69396e-10
169.295,2.13262e-09,3.24438e-10
170.202,1.74734e-09,2.65826e-10
170.993,2.32032e-09,3.459e-10
171.821,1.95228e-09,2.91034e-10
172.607,2.63473e-09,3.92771e-10
173.245,2.69311e-09,4.01475e-10
173.965,2.21071e-09,3.3632e-10
174.848,2.02662e-09,3.02118e-10
175.57,2.7467e-09,4.17861e-10
176.208,2.50197e-09,4.04989e-10
176.878,2.68406e-09,4.00124e-10
177.537,2.38943e-09,3.56203e-10
178.26,2.684e-09,4.00118e-10
178.907,2.63467e-09,3.92763e-10
179.631,2.5027e-09,3.80741e-10
180.254,2.8044e-09,4.18067e-10
181.127,2.00416e-09,3.04896e-10
181.893,2.07466e-09,3.22151e-10
182.736,2.13895e-09,3.254e-10
183.563,2.28255e-09,3.47248e-10
184.387,1.74193e-09,2.59676e-10
185.254,2.84877e-09,4.33384e-10
185.884,2.49267e-09,3.79211e-10
186.568,2.39962e-09,3.5772e-10
187.331,2.42362e-09,3.61296e-10
188.036,2.44183e-09,3.71478e-10
188.848,1.93763e-09,2.94773e-10
189.617,2.20945e-09,3.32305e-10
190.5,2.06777e-09,3.0825e-10
191.245,2.38792e-09,3.55977e-10
192.033,2.14541e-09,3.19825e-10
192.708,2.94501e-09,4.39026e-10
193.368,2.2921e-09,3.41693e-10
193.998,2.72406e-09,4.22991e-10
194.718,2.42297e-09,3.76241e-10
195.327,3.05885e-09,4.60064e-10
195.975,2.53768e-09,3.78308e-10
196.672,2.21902e-09,3.30802e-10
197.529,1.93319e-09,3.06458e-10
198.343,2.05917e-09,3.06972e-10
199.096,2.56644e-09,3.90441e-10
199.959,1.78263e-09,2.71195e-10
200.714,2.80535e-09,4.35614e-10
201.516,1.74807e-09,2.60593e-10
202.295,2.83367e-09,4.22434e-10
203.141,1.53269e-09,2.37998e-10
204.078,2.01412e-09,3.12752e-10
204.862,2.09923e-09,3.12943e-10
205.724,2.37535e-09,3.61367e-10
206.43,3.76011e-09,4.59389e-10
207.236,1.77903e-09,2.65211e-10
208.053,2.51912e-09,3.75543e-10
208.72,2.37084e-09,3.60686e-10
209.48,2.28929e-09,3.55487e-10
210.17,2.44323e-09,3.71699e-10
210.922,2.50132e-09,3.8841e-10
211.488,3.11754e-09,4.74281e-10
212.226,1.74765e-09,2.71378e-10
213.175,2.29929e-09,3.42773e-10
213.906,2.49338e-09,3.71711e-10
214.625,2.0694e-09,3.14834e-10
215.352,2.35483e-09,3.51054e-10
216.205,2.00185e-09,2.98431e-10
216.96,2.16145e-09,3.22224e-10
217.912,1.71284e-09,2.55347e-10
218.812,2.40899e-09,3.59127e-10
219.5,2.19922e-09,3.34578e-10
220.387,2.08047e-09,3.16517e-10
221.23,1.81064e-09,2.75466e-10
222.144,2.28259e-09,3.36576e-10
222.913,1.84184e-09,2.74584e-10
224.059,1.60763e-09,2.49643e-10
224.956,1.70982e-09,2.54904e-10
225.966,1.68476e-09,2.61625e-10
226.89,1.98247e-09,3.14284e-10
227.768,2.17945e-09,3.31578e-10
228.512,2.2399e-09,3.33926e-10
229.309,2.21043e-09,3.29534e-10
230.171,2.20564e-09,3.28816e-10
231.135,1.62217e-09,2.46793e-10
232.124,1.83843e-09,2.79697e-10
232.995,2.01189e-09,2.99942e-10
234.094,1.62217e-09,2.46801e-10
235.104,1.83934e-09,2.74219e-10
236.05,1.80314e-09,2.68822e-10
237.025,1.94657e-09,2.96151e-10
237.865,2.04604e-09,3.05024e-10
238.754,2.16053e-09,3.22093e-10
239.548,2.05205e-09,3.05919e-10
