obsid,mjd_mid,tspan_s,n_ph,f0,sigma_f,h_stat,z2_1,detected
5020180418,59754.81958411,368.0,21803,,,8.9,8.9,False
5020180419,59755.40225361,356.0,18610,,,3.0,0.3,False
5020180420,59757.72307831,515.0,34846,,,2.4,2.4,False
5020180411,59704.12153075,0.0,69260,11.183810459,7.719e-06,37.4,31.9,True
5020180424,59765.29073894,22595.2,56941,,,7.9,7.0,False
5020180425,59779.42359350,72858.8,30767,,,5.6,5.4,False
5020180403,59682.40595432,0.0,183047,11.183864064,6.753e-07,101.3,47.2,True
5020180427,59783.97753044,69.0,2513,-0.000000000,7.718e-05,40180.0,5026.0,True
5020180426,59780.13683207,11545.7,10898,,,3.1,3.1,False
5020180429,59785.97938708,457.0,8934,0.000000000,4.704e-06,142916.0,17868.0,True
5020180422,59760.40013084,0.0,134709,11.183758919,9.682e-07,33.6,18.4,True
5020180423,59764.74352729,0.0,146226,11.183755580,3.741e-06,36.3,7.9,True
5020180430,59786.24132393,491.0,41232,0.000000000,2.823e-06,659684.0,82464.0,True
5020180415,59727.25985291,0.0,194562,11.183805999,9.999e-07,129.2,65.8,True
5020180428,59784.70441769,61755.4,99663,-0.000000377,1.683e-08,1593877.9,199322.6,True
5020180435,59793.47317860,157.0,8463,0.000000000,1.905e-05,135380.0,16926.0,True
5020180434,59790.04391847,313.9,36030,0.000000000,4.960e-06,576452.0,72060.0,True
5020180431,59787.74062284,22394.5,71991,0.000000022,4.423e-08,1151653.6,143981.1,True
5020180438,59818.31971561,397.0,1442,,,1.4,1.4,False
5020180439,59819.02923369,580.0,4247,,,0.8,0.7,False
5020180437,59814.94609935,6090.0,10924,-0.000000008,2.759e-07,174756.0,21848.0,True
5020180440,59820.64233586,721.5,39499,,,2.5,2.5,False
5020180442,59822.38304633,379.5,4106,,,1.3,0.1,False
5020180432,59788.90203290,11496.7,98609,-0.000000016,5.518e-08,1577699.3,197217.9,True
5020180441,59821.58638422,5983.0,54278,,,3.8,3.8,False
5020180443,59824.49663674,5869.0,22314,,,3.5,1.0,False
5020180421,59759.68070407,0.0,316572,11.183760217,1.089e-06,42.7,26.2,True
5020180446,59833.41553760,61665.8,7180,,,2.2,2.2,False
5020180447,59834.44701377,28152.4,14205,,,3.1,3.1,False
5020180433,59789.38052056,56297.8,148097,-0.000000080,8.123e-09,2366050.6,296177.0,True
5020180444,59827.53073168,56379.5,67195,,,1.9,1.9,False
5020180445,59828.50767135,17084.1,82517,,,4.4,2.7,False
5020180450,59839.47539772,755.0,33413,,,6.1,1.3,False
5020180453,,,,,,,,False
5020180454,,,,,,,,False
5020180455,59864.37456051,216.0,9265,,,2.1,2.1,False
5020180456,59871.48238152,180.0,7776,,,4.6,4.6,False
5020180451,59850.93868387,5866.1,29969,,,19.9,5.3,False
5020180457,,,,,,,,False
5020180448,59835.69394701,39481.6,78441,,,0.8,0.8,False
5020180459,59917.06458821,529.0,22575,,,9.4,7.1,False
5020180458,59914.80941125,660.0,23857,,,13.6,13.6,False
5020180460,59919.06449195,476.5,20146,,,13.4,8.5,False
5020180461,59922.16250425,333.9,14143,,,14.1,5.0,False
5020180463,59972.76595360,530.9,21744,,,13.4,9.3,False
5020180452,59851.53784189,50349.4,67120,,,10.1,1.7,False
6020180401,,,,,,,,False
6020180402,60055.94767678,129.0,5114,,,1.8,1.0,False
5020180462,59938.38127669,17018.7,43125,,,11.6,9.7,False
6020180404,,,,,,,,False
6020180405,,,,,,,,False
6020180406,60065.11904279,161.0,6656,,,4.9,4.9,False
6020180403,60056.22694233,44683.1,15909,,,7.1,2.6,False
6020180407,,,,,,,,False
5020180465,59994.42399674,666.0,27572,,,25.1,15.6,False
6020180408,,,,,,,,False
5020180464,59973.52405967,17012.3,37393,,,17.1,16.4,False
6020180409,60090.93892241,5730.9,1910,,,13.6,13.6,False
6020180412,,,,,,,,False
6020180414,,,,,,,,False
6020180413,60121.65963594,16745.3,12128,,,3.6,3.6,False
6020180416,,,,,,,,False
5020180436,59794.57749833,73555.6,269473,-0.000000170,5.873e-09,3959632.8,499800.9,True
6020180415,60124.19727038,61377.5,36280,,,5.6,5.6,False
6020180418,60129.94299593,275.0,43696,,,2.1,2.1,False
6020180419,,,,,,,,False
6020180420,,,,,,,,False
6020180421,,,,,,,,False
6020180422,,,,,,,,False
6020180423,,,,,,,,False
6020180424,,,,,,,,False
6020180426,,,,,,,,False
6020180425,60209.12779736,317.0,6873,,,3.0,1.5,False
6020180428,,,,,,,,False
6020180429,,,,,,,,False
6020180430,,,,,,,,False
6020180431,,,,,,,,False
6020180432,,,,,,,,False
6020180433,,,,,,,,False
6020180434,,,,,,,,False
6020180435,60259.28284532,397.7,12919,,,0.7,0.7,False
6020180436,,,,,,,,False
6020180437,,,,,,,,False
6020180410,60091.93652081,77985.2,99062,,,0.1,0.1,False
6020180438,,,,,,,,False
6020180439,,,,,,,,False
6020180440,,,,,,,,False
6020180441,,,,,,,,False
5020180449,59836.41663658,56513.9,233710,,,6.3,6.3,False
6020180442,60280.71358945,482.9,17710,,,12.4,8.5,False
6020180445,,,,,,,,False
6020180446,60295.93430904,271.1,5822,,,1.2,1.2,False
6020180444,60282.46761500,72647.4,16545,,,6.7,3.3,False
6020180448,60301.09135275,311.0,8597,,,2.9,2.9,False
6020180417,60126.16947112,28123.9,117036,,,2.7,2.7,False
6020180427,60223.72613681,56023.8,84048,,,3.9,3.9,False
6020180447,60299.41258452,67347.8,31039,,,8.7,8.2,False
6020180451,60353.34224011,16937.1,23815,,,1.7,1.7,False
6020180449,60336.64738516,6391.1,48063,11.183001260,9.980e-06,16.3,16.3,True
7020180401,60412.92080253,11412.4,8912,,,5.8,4.7,False
6020180450,60347.64802713,0.0,52625,11.182975639,7.312e-06,28.4,8.9,True
7020180402,60413.26890933,67000.4,8612,,,11.8,10.3,False
7020180403,60414.41054681,33585.5,9906,,,1.1,1.1,False
7020180404,60415.47738441,22307.8,1632,,,0.8,0.8,False
7020180405,,,,,,,,False
7020180407,,,,,,,,False
7020180408,,,,,,,,False
7020180409,,,,,,,,False
7020180410,60422.51687169,5665.5,2596,,,3.3,2.8,False
7020180411,,,,,,,,False
7020180406,60417.15982237,55824.8,5937,,,5.9,5.9,False
7020180414,60446.91492140,6017.6,24550,,,17.1,7.6,False
7020180415,,,,,,,,False
7020180416,,,,,,,,False
7020180417,,,,,,,,False
7020180413,60445.15983031,28072.5,37731,,,12.3,12.3,False
7020180412,60442.55802509,17227.1,42703,,,6.2,6.2,False
7020180419,,,,,,,,False
7020180420,,,,,,,,False
7020180421,,,,,,,,False
7020180423,,,,,,,,False
7020180422,,,,,,,,False
6020180443,60281.68922172,0.0,162707,11.183060883,1.063e-06,43.9,26.0,True
7020180426,,,,,,,,False
6020180452,60360.40502085,0.0,115104,11.182949560,1.905e-06,54.6,39.6,True
7020180427,60570.83221574,216.9,8909,,,5.3,4.9,False
7020180428,60572.96049764,175.0,7121,,,3.7,3.7,False
7020180430,,,,,,,,False
7020180431,,,,,,,,False
7020180432,,,,,,,,False
7020180433,,,,,,,,False
7020180434,,,,,,,,False
7020180425,60513.76669552,39083.9,31892,,,24.6,13.8,False
7020180435,,,,,,,,False
7020180436,,,,,,,,False
7020180437,,,,,,,,False
7020180438,,,,,,,,False
7020180439,,,,,,,,False
7020180440,,,,,,,,False
7020180441,,,,,,,,False
6020180411,60092.09913780,11467.4,439836,,,2.6,2.6,False
7020180442,,,,,,,,False
7020180443,,,,,,,,False
7020180444,,,,,,,,False
7020180445,,,,,,,,False
7020180447,,,,,,,,False
7020180446,,,,,,,,False
7020180448,,,,,,,,False
7020180449,,,,,,,,False
7020180450,,,,,,,,False
7020180452,,,,,,,,False
7020180429,60574.83576188,658.9,26241,,,7.2,7.2,False
7020180454,60704.33444507,235.9,9435,,,7.2,4.4,False
7020180453,60700.56453258,22328.5,7983,,,1.3,1.3,False
7020180457,,,,,,,,False
7020180451,60698.34871484,416.0,16003,,,7.5,7.5,False
7020180418,60486.63859497,61718.4,79477,,,4.5,4.5,False
7020180456,60708.10839878,16892.2,11905,,,8.4,8.4,False
8020180401,,,,,,,,False
8020180403,,,,,,,,False
8020180402,,,,,,,,False
8020180405,,,,,,,,False
8020180404,,,,,,,,False
8020180407,,,,,,,,False
8020180406,,,,,,,,False
8020180408,,,,,,,,False
8020180409,,,,,,,,False
7020180424,60512.30876253,72615.0,80905,,,7.9,7.9,False
8020180410,,,,,,,,False
8020180411,,,,,,,,False
7020180458,60720.28351774,382.9,15392,,,8.9,8.8,False
8020180414,,,,,,,,False
8020180412,,,,,,,,False
8020180413,,,,,,,,False
8020180415,,,,,,,,False
7020180459,60722.34895788,544.9,21693,,,11.4,0.5,False
7020180455,60707.66140656,0.0,37834,11.182509086,1.500e-06,26.5,26.5,True
