BatchStart
|obsid         |prnb |status          |pi_lname    |pi_fname|target_name  |ra        |dec      |time                 |duration|exposure|_Search_Offset                |
|80137-01-06-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-09-24 01:36:32.3|    4573|    2276| 0.037 (17 46 15.6, -32 14 01)|
|80144-01-03-00|80144|archived        |SPRUIT      |HENDRIK |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-31 21:30:38.6|    3197|    2258| 0.037 (17 46 15.6, -32 14 01)|
|80144-01-01-03|80144|archived        |SPRUIT      |HENDRIK |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-29 20:34:39.4|    3198|    2257| 0.037 (17 46 15.6, -32 14 01)|
|80144-01-01-00|80144|archived        |SPRUIT      |HENDRIK |XTE_J1746-319|17 46 15.6|-32 13 59|  2003-05-27 19:38:41|    5670|    2257| 0.037 (17 46 15.6, -32 14 01)|
|96425-01-03-04|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-04-28 06:54:44.9|    3350|    2249| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-10-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-09 11:01:07.1|    2802|    2249| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-24-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-24 00:41:24.9|    2881|    2228| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-97-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-20 13:02:07.3|    5089|    2218| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-13-03|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-11-05 13:23:04.4|    3049|    2207| 0.460 (17 46 15.6, -32 14 01)|
|94413-01-04-04|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-18 09:26:55.7|    3326|    2167| 0.460 (17 46 15.6, -32 14 01)|
|80137-02-03-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-11-15 23:07:33.3|    4431|    2154| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-07-00|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-02-22 05:05:07.3|    3617|    2145| 0.460 (17 46 15.6, -32 14 01)|
|80144-01-02-00|80144|archived        |SPRUIT      |HENDRIK |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-30 21:51:39.2|    3077|    2139| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-07-02|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-08-26 21:09:42.3|    2937|    2130| 0.007 (17 46 15.6, -32 14 01)|
|80146-01-22-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 28.1|-31 55 08|2003-05-01 12:09:58.8|    4440|    2100|19.061 (17 46 15.6, -32 14 01)|
|94413-01-11-01|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|  2009-08-04 07:08:05|    3926|    2088| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-04-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 28.1|-31 55 08|2003-04-21 06:17:34.9|    2899|    2086|19.061 (17 46 15.6, -32 14 01)|
|95405-01-01-00|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-01-17 04:03:11.2|    3439|    2074| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-26-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-25 23:59:53.1|    2414|    2050| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-03-04|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-01-31 17:42:24.2|    3721|    2050| 0.460 (17 46 15.6, -32 14 01)|
|94413-01-05-05|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-24 08:18:56.7|    3119|    2045| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-36-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-11-09 06:15:03.7|    2343|    2028| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-10-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 28.1|-31 55 08|2003-04-22 08:43:36.8|    3468|    2024|19.061 (17 46 15.6, -32 14 01)|
|95360-14-35-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-10-18 02:44:37.2|    3908|    2023| 0.007 (17 46 15.6, -32 14 01)|
|94413-01-05-01|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-20 08:34:21.2|    3486|    1997| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-27-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-27 02:50:22.8|    2463|    1992| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-12-10|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-09-04 13:21:23.3|    2873|    1989| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-34-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-11-07 10:36:07.2|    2518|    1987| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-18-01|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-17 23:34:29.9|    3200|    1979| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-06-10|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-08-14 09:28:07.4|    4680|    1978| 0.037 (17 46 15.6, -32 14 01)|
|96425-01-01-01|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-04-14 21:24:22.8|    3695|    1977| 0.460 (17 46 15.6, -32 14 01)|
|80144-01-04-00|80144|archived        |SPRUIT      |HENDRIK |XTE_J1746-319|17 46 15.6|-32 13 59|2003-06-02 00:27:25.1|    2880|    1976| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-28-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-30 03:12:10.9|    3238|    1951| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-26-02|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|  2010-09-28 12:12:42|    2770|    1951| 0.007 (17 46 15.6, -32 14 01)|
|80137-01-19-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-18 23:15:15.6|    2979|    1947| 0.037 (17 46 15.6, -32 14 01)|
|96425-01-03-03|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-04-27 01:12:20.7|    2734|    1933| 0.460 (17 46 15.6, -32 14 01)|
|93427-01-07-06|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-02-22 06:48:24.8|    4037|    1930| 0.460 (17 46 15.6, -32 14 01)|
|94413-01-10-00|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-07-25 03:44:25.4|    5487|    1929| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-46-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-11-18 01:45:00.3|    5227|    1916| 0.037 (17 46 15.6, -32 14 01)|
|96425-01-02-05|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-04-20 12:27:31.1|    3380|    1915| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-48-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2004-02-01 16:12:35.4|    2989|    1909| 0.037 (17 46 15.6, -32 14 01)|
|90115-01-05-01|90115|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2004-10-31 22:53:34.4|    2221|    1908| 0.037 (17 46 15.6, -32 14 01)|
|91050-06-08-00|91050|archived        |SWANK       |JEAN    |H_1743-322   |17 46 16.8|-32 14 24|2005-08-27 00:04:39.1|    2437|    1896| 0.460 (17 46 15.6, -32 14 01)|
|80144-01-04-01|80144|archived        |SPRUIT      |HENDRIK |XTE_J1746-319|17 46 15.6|-32 13 59|2003-06-03 00:02:14.8|    3261|    1889| 0.037 (17 46 15.6, -32 14 01)|
|94413-01-03-04|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-08 09:19:53.2|    4020|    1872| 0.460 (17 46 15.6, -32 14 01)|
|94413-01-03-03|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-08 07:41:53.7|    4020|    1871| 0.460 (17 46 15.6, -32 14 01)|
|91050-06-02-00|91050|archived        |SWANK       |JEAN    |H_1743-322   |17 46 16.8|-32 14 24|  2005-08-17 16:39:51|    3221|    1860| 0.460 (17 46 15.6, -32 14 01)|
|90115-01-06-01|90115|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2004-11-06 20:38:00.7|    3614|    1858| 0.037 (17 46 15.6, -32 14 01)|
|90058-10-03-00|90058|archived        |SWANK       |JEAN    |XTE_J1746-319|17 46 15.6|-32 13 59|2004-07-15 10:08:06.7|    2280|    1857| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-10-01|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-10-13 06:12:59.3|    1928|    1846| 0.460 (17 46 15.6, -32 14 01)|
|95360-14-06-01|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-08-24 23:36:10.1|    2690|    1835| 0.007 (17 46 15.6, -32 14 01)|
|80137-01-16-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-16 11:42:43.2|    3106|    1829| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-35-01|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-10-20 05:03:47.8|    4414|    1821| 0.007 (17 46 15.6, -32 14 01)|
|80146-01-02-10|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-08-01 23:28:47.7|    2277|    1820| 0.037 (17 46 15.6, -32 14 01)|
|94413-01-04-05|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-15 09:20:21.7|    3830|    1813| 0.460 (17 46 15.6, -32 14 01)|
|95360-14-05-01|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-08-23 22:53:22.3|    2546|    1811| 0.007 (17 46 15.6, -32 14 01)|
|93427-01-12-03|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-10-26 11:37:21.8|    3090|    1810| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-05-10|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-08-11 08:54:06.6|    4427|    1798| 0.037 (17 46 15.6, -32 14 01)|
|80144-01-01-02|80144|archived        |SPRUIT      |HENDRIK |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-29 00:14:57.7|    2998|    1797| 0.037 (17 46 15.6, -32 14 01)|
|91428-01-06-00|91428|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2005-10-09 13:58:57.5|    2752|    1797| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-82-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-06-29 06:58:32.2|    3874|    1794| 0.037 (17 46 15.6, -32 14 01)|
|96425-01-03-00|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-04-23 00:02:59.7|    2722|    1793| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-01-11|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-26 04:22:02.2|    2285|    1791| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-13-02|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-11-03 06:11:32.1|    3020|    1790| 0.460 (17 46 15.6, -32 14 01)|
|95360-14-25-01|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-09-23 13:04:36.8|    2538|    1782| 0.007 (17 46 15.6, -32 14 01)|
|80146-01-15-01|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 28.1|-31 55 08|2003-04-25 14:15:10.4|    4186|    1779|19.061 (17 46 15.6, -32 14 01)|
|95405-01-04-04|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|  2010-02-11 00:55:16|    3188|    1767| 0.460 (17 46 15.6, -32 14 01)|
|80135-02-04-01|80135|archived        |MILLER      |JON     |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-29 22:12:50.1|    2237|    1756| 0.037 (17 46 15.6, -32 14 01)|
|95405-01-06-06|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-02-24 22:37:26.7|    2335|    1743| 0.460 (17 46 15.6, -32 14 01)|
|95360-14-20-01|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-09-12 03:51:03.7|    4308|    1731| 0.007 (17 46 15.6, -32 14 01)|
|94413-01-03-09|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-10 10:06:05.8|    3832|    1726| 0.460 (17 46 15.6, -32 14 01)|
|94413-01-05-00|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-19 07:28:05.1|    4182|    1723| 0.460 (17 46 15.6, -32 14 01)|
|94413-01-12-00|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-08-08 05:18:36.9|    4216|    1723| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-09-10|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-08-24 02:32:39.3|    3075|    1720| 0.037 (17 46 15.6, -32 14 01)|
|94413-01-10-01|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-07-27 02:50:12.5|    3643|    1715| 0.460 (17 46 15.6, -32 14 01)|
|93427-01-14-00|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-11-07 20:23:11.6|    2997|    1712| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-15-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 28.1|-31 55 08|2003-04-25 12:36:44.1|    4046|    1710|19.061 (17 46 15.6, -32 14 01)|
|80146-01-75-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-06-21 09:47:51.1|    4058|    1697| 0.037 (17 46 15.6, -32 14 01)|
|91428-01-05-01|91428|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2005-10-06 05:22:49.2|    2243|    1697| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-37-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-11-12 11:27:20.4|    2957|    1695| 0.037 (17 46 15.6, -32 14 01)|
|91428-01-04-00|91428|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2005-09-26 00:02:55.4|    3115|    1686| 0.460 (17 46 15.6, -32 14 01)|
|94413-01-04-06|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-17 17:41:54.8|    3033|    1684| 0.460 (17 46 15.6, -32 14 01)|
|93427-01-09-02|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-10-09 04:49:58.4|    2360|    1680| 0.460 (17 46 15.6, -32 14 01)|
|91050-06-06-00|91050|archived        |SWANK       |JEAN    |H_1743-322   |17 46 16.8|-32 14 24|2005-08-23 12:37:07.4|    2380|    1679| 0.460 (17 46 15.6, -32 14 01)|
|95405-01-02-06|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-01-27 09:07:32.7|    2506|    1669| 0.460 (17 46 15.6, -32 14 01)|
|94413-01-10-02|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-07-30 04:36:06.3|    3774|    1668| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-30-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-11-02 03:58:57.2|    2191|    1666| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-25-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-09-21 14:02:40.4|    2573|    1654| 0.007 (17 46 15.6, -32 14 01)|
|95405-01-04-02|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-02-07 23:06:06.9|    3780|    1635| 0.460 (17 46 15.6, -32 14 01)|
|96425-01-11-00|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-06-18 11:55:53.8|    3806|    1630| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-22-01|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 28.1|-31 55 08|2003-05-01 13:55:57.8|    4271|    1625|19.061 (17 46 15.6, -32 14 01)|
|80146-01-92-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-09 05:13:56.9|    2939|    1624| 0.037 (17 46 15.6, -32 14 01)|
|90115-01-07-02|90115|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2004-11-18 20:39:28.8|    3294|    1621| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-07-01|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-08-25 16:54:10.7|    2398|    1617| 0.007 (17 46 15.6, -32 14 01)|
|80146-01-35-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-12 23:05:50.5|    3109|    1617| 0.037 (17 46 15.6, -32 14 01)|
|94413-01-02-00|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-05-29 09:15:04.6|    3574|    1608| 0.460 (17 46 15.6, -32 14 01)|
|95360-14-22-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-09-15 12:15:07.2|    2371|    1606| 0.007 (17 46 15.6, -32 14 01)|
|80146-01-33-01|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-11 08:48:38.3|    3491|    1603| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-29-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-30 16:29:07.3|    2339|    1600| 0.037 (17 46 15.6, -32 14 01)|
|94413-01-03-01|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-06 05:32:09.9|    3199|    1599| 0.460 (17 46 15.6, -32 14 01)|
|94413-01-11-02|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-08-06 14:35:08.7|    2178|    1599| 0.460 (17 46 15.6, -32 14 01)|
|95405-01-05-03|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-02-15 12:39:11.8|    3660|    1596| 0.460 (17 46 15.6, -32 14 01)|
|95360-14-26-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-09-24 09:05:05.9|    1876|    1594| 0.007 (17 46 15.6, -32 14 01)|
|95405-01-04-01|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-02-06 09:24:42.6|    3805|    1594| 0.460 (17 46 15.6, -32 14 01)|
|96425-01-04-01|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|  2011-05-03 15:39:42|    3856|    1593| 0.460 (17 46 15.6, -32 14 01)|
|96425-01-03-01|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-04-24 02:38:12.8|    3357|    1591| 0.460 (17 46 15.6, -32 14 01)|
|93427-01-12-01|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|  2008-10-27 01:59:45|    3862|    1587| 0.460 (17 46 15.6, -32 14 01)|
|96425-01-05-00|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-05-06 14:03:16.7|    4250|    1584| 0.460 (17 46 15.6, -32 14 01)|
|80135-02-02-01|80135|archived        |MILLER      |JON     |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-28 05:14:20.3|    2861|    1576| 0.037 (17 46 15.6, -32 14 01)|
|80144-01-02-01|80144|archived        |SPRUIT      |HENDRIK |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-31 01:04:22.1|    3323|    1573| 0.037 (17 46 15.6, -32 14 01)|
|91050-06-07-00|91050|archived        |SWANK       |JEAN    |H_1743-322   |17 46 16.8|-32 14 24|2005-08-25 05:13:56.9|    2125|    1571| 0.460 (17 46 15.6, -32 14 01)|
|95360-14-34-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-10-13 14:28:22.7|    2925|    1569| 0.007 (17 46 15.6, -32 14 01)|
|90421-01-02-01|90421|archived        |TOO         |PUBLIC  |XTE_J1746-319|17 46 15.6|-32 13 59|2004-08-17 10:24:54.1|    1993|    1568| 0.037 (17 46 15.6, -32 14 01)|
|96425-01-07-02|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|  2011-05-26 08:40:31|    3449|    1554| 0.460 (17 46 15.6, -32 14 01)|
|93427-01-15-00|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-11-14 10:50:32.9|    1881|    1552| 0.460 (17 46 15.6, -32 14 01)|
|90115-01-06-00|90115|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2004-11-05 17:51:03.5|    2700|    1549| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-21-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-09-13 06:48:04.9|    3879|    1548| 0.007 (17 46 15.6, -32 14 01)|
|94413-01-07-01|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-07-07 10:47:07.3|    3890|    1544| 0.460 (17 46 15.6, -32 14 01)|
|91050-06-11-00|91050|archived        |SWANK       |JEAN    |H_1743-322   |17 46 16.8|-32 14 24|2005-09-01 04:24:37.7|    3750|    1543| 0.460 (17 46 15.6, -32 14 01)|
|94413-01-09-01|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-07-23 03:13:39.9|    3339|    1536| 0.460 (17 46 15.6, -32 14 01)|
|80144-01-01-01|80144|archived        |SPRUIT      |HENDRIK |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-28 00:34:42.2|    3130|    1535| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-08-00|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-02-29 11:12:44.4|    2038|    1527| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-19-01|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-18 21:41:15.4|    3060|    1527| 0.037 (17 46 15.6, -32 14 01)|
|90115-01-06-10|90115|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2004-11-09 19:26:17.1|    3720|    1526| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-18-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-17 22:02:46.2|    2984|    1526| 0.037 (17 46 15.6, -32 14 01)|
|90115-01-03-00|90115|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2004-10-15 21:01:46.3|    2341|    1526| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-01-00|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-01-16 23:15:46.7|    3277|    1525| 0.460 (17 46 15.6, -32 14 01)|
|96425-01-10-00|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-06-11 23:02:49.9|    3068|    1520| 0.460 (17 46 15.6, -32 14 01)|
|90058-10-08-00|90058|archived        |SWANK       |JEAN    |XTE_J1746-319|17 46 15.6|-32 13 59|2004-07-30 04:44:24.9|    4030|    1510| 0.037 (17 46 15.6, -32 14 01)|
|91428-01-04-01|91428|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2005-09-27 23:14:57.4|    3102|    1505| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-53-01|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-31 04:21:30.2|    3305|    1501| 0.037 (17 46 15.6, -32 14 01)|
|90115-01-08-00|90115|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2004-11-19 20:16:29.9|    3658|    1499| 0.037 (17 46 15.6, -32 14 01)|
|80144-01-03-01|80144|archived        |SPRUIT      |HENDRIK |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-31 02:46:45.1|    2345|    1497| 0.037 (17 46 15.6, -32 14 01)|
|90115-01-06-11|90115|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2004-11-11 20:15:01.7|    3665|    1496| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-14-03|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-11-10 00:19:32.4|    3183|    1493| 0.460 (17 46 15.6, -32 14 01)|
|95405-01-02-02|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-01-28 15:58:32.2|    2135|    1491| 0.460 (17 46 15.6, -32 14 01)|
