BatchStart
|obsid         |prnb |status          |pi_lname    |pi_fname|target_name  |ra        |dec      |time                 |duration|exposure|_Search_Offset                |
|80146-01-25-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-04 01:40:28.1|    4408|    3480| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-94-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-11 10:49:00.5|    5267|    3480| 0.037 (17 46 15.6, -32 14 01)|
|80138-01-01-00|80138|archived        |SWANK       |JEAN    |XTE_J1746-319|17 46 28.1|-31 55 08|2003-03-28 19:18:03.7|    6108|    3480|19.061 (17 46 15.6, -32 14 01)|
|95360-14-17-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-09-07 17:03:06.3|    5360|    3468| 0.007 (17 46 15.6, -32 14 01)|
|93427-01-09-03|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-10-08 11:38:06.7|    3942|    3467| 0.460 (17 46 15.6, -32 14 01)|
|91428-01-02-01|91428|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2005-09-14 09:49:07.1|    5520|    3464| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-32-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-10 17:09:06.6|    5400|    3464| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-95-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-14 05:05:09.9|    5198|    3462| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-05-00|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-02-08 21:59:09.3|    5714|    3461| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-14-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-14 04:13:07.4|    4002|    3455| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-02-02|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-01-22 07:36:11.5|    4080|    3453| 0.460 (17 46 15.6, -32 14 01)|
|93427-01-02-03|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-01-22 09:10:11.7|    4080|    3453| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-07-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-05 13:36:49.5|    5392|    3440| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-02-04|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-01-24 05:06:18.1|    4192|    3440| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-43-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-20 13:45:52.1|    5535|    3434| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-22-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-21 23:48:52.1|    5535|    3426| 0.037 (17 46 15.6, -32 14 01)|
|94413-01-03-08|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-09 18:13:00.2|    5438|    3420| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-25-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-25 00:22:00.2|    5347|    3419| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-58-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-06-05 11:37:01.9|    6417|    3416| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-89-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-06 09:28:07.4|    5220|    3415| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-18-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-09-08 18:12:06.6|    5253|    3414| 0.007 (17 46 15.6, -32 14 01)|
|80146-01-28-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-06 20:03:07.2|    5729|    3409| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-11-00|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-10-17 06:01:07.4|    5182|    3408| 0.460 (17 46 15.6, -32 14 01)|
|95360-14-03-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-08-13 06:40:06.2|    5071|    3407| 0.007 (17 46 15.6, -32 14 01)|
|92047-03-03-00|92047|archived        |KLEIN-WOLT  |MARC    |EXO_J1742-326|17 45 28.6|-32 41 38|2007-07-20 08:54:06.6|    5700|    3404|29.351 (17 46 15.6, -32 14 01)|
|80137-01-11-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-04 09:12:10.1|    5457|    3399| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-44-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-21 13:28:39.6|    5847|    3399| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-02-05|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-01-24 06:43:10.3|    4021|    3396| 0.460 (17 46 15.6, -32 14 01)|
|95360-14-26-01|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-09-27 01:22:43.7|    5623|    3391| 0.007 (17 46 15.6, -32 14 01)|
|80137-01-15-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-15 02:15:50.1|    5597|    3379| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-32-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-10-09 05:10:57.2|    5858|    3377| 0.007 (17 46 15.6, -32 14 01)|
|80137-01-21-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-21 06:31:07.1|    3944|    3375| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-61-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-06-08 12:16:53.5|    6077|    3372| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-01-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-08-10 09:41:24.9|    6147|    3369| 0.007 (17 46 15.6, -32 14 01)|
|80146-01-92-01|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-09 06:47:56.3|    4445|    3367| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-87-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-04 10:01:38.8|    5969|    3342| 0.037 (17 46 15.6, -32 14 01)|
|91428-01-01-00|91428|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2005-09-07 17:25:08.3|    4082|    3337| 0.460 (17 46 15.6, -32 14 01)|
|93427-01-09-01|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-10-07 11:56:16.2|    5477|    3327| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-42-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2004-01-22 03:45:06.9|    4252|    3325| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-78-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-06-25 19:24:28.2|    4453|    3302| 0.037 (17 46 15.6, -32 14 01)|
|91428-01-03-00|91428|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2005-09-17 14:49:58.7|    4564|    3299| 0.460 (17 46 15.6, -32 14 01)|
|93427-01-11-03|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-10-23 03:19:55.8|    4905|    3297| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-46-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|  2003-05-23 15:54:38|    7077|    3282| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-55-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-06-02 06:22:39.9|    4293|    3277| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-19-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-09-09 17:45:38.6|    5428|    3272| 0.007 (17 46 15.6, -32 14 01)|
|80146-01-11-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 28.1|-31 55 08|2003-04-22 16:35:11.9|    5396|    3270|19.061 (17 46 15.6, -32 14 01)|
|91050-06-04-00|91050|archived        |SWANK       |JEAN    |H_1743-322   |17 46 16.8|-32 14 24|2005-08-20 08:51:47.5|    6320|    3263| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-20-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-20 02:05:51.4|    4179|    3254| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-02-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-08-12 05:35:57.1|    5710|    3252| 0.007 (17 46 15.6, -32 14 01)|
|94413-01-05-06|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-25 09:24:27.1|    5449|    3245| 0.460 (17 46 15.6, -32 14 01)|
|93427-01-11-01|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-10-19 03:32:56.8|    4047|    3223| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-98-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-23 11:46:07.1|    5740|    3223| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-03-01|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 28.1|-31 55 08|2003-04-18 14:43:07.4|    5700|    3221|19.061 (17 46 15.6, -32 14 01)|
|93427-01-13-06|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-11-04 15:15:56.4|    4118|    3181| 0.460 (17 46 15.6, -32 14 01)|
|94413-01-03-07|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-06 14:52:59.2|    5541|    3180| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-41-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2004-01-16 23:09:31.7|    5908|    3176| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-18-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 28.1|-31 55 08|2003-04-27 16:35:39.6|    5998|    3160|19.061 (17 46 15.6, -32 14 01)|
|80146-01-01-10|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-26 02:53:45.9|    3915|    3145| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-13-04|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-11-01 18:08:51.4|    4435|    3136| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-56-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-06-03 14:00:56.7|    4381|    3132| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-08-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 28.1|-31 55 08|2003-04-22 02:22:54.3|    4306|    3127|19.061 (17 46 15.6, -32 14 01)|
|93427-01-03-00|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-01-25 07:50:09.6|    3721|    3094| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-11-10|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-09-01 06:13:20.9|    5267|    3076| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-62-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-06-09 10:23:54.5|    6013|    3070| 0.037 (17 46 15.6, -32 14 01)|
|94413-01-02-02|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-05-29 20:13:06.8|    3650|    3056| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-02-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-04-15 04:44:40.4|    3791|    3037| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-43-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2004-01-27 01:50:43.3|    4240|    3028| 0.037 (17 46 15.6, -32 14 01)|
|80138-01-07-00|80138|archived        |SWANK       |JEAN    |XTE_J1746-319|17 46 28.1|-31 55 08|2003-04-12 19:57:17.3|    5870|    3024|19.061 (17 46 15.6, -32 14 01)|
|80137-01-38-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-11-13 06:26:19.4|    3348|    3017| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-09-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-08-28 16:56:28.9|    3519|    2999| 0.007 (17 46 15.6, -32 14 01)|
|94413-01-08-00|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-07-13 06:03:32.5|    4835|    2993| 0.460 (17 46 15.6, -32 14 01)|
|80135-02-04-00|80135|archived        |MILLER      |JON     |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-29 20:47:45.6|    3724|    2965| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-06-00|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-02-16 13:50:49.3|    3832|    2958| 0.460 (17 46 15.6, -32 14 01)|
|95360-14-04-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|  2010-08-17 03:24:21|    3561|    2954| 0.007 (17 46 15.6, -32 14 01)|
|93427-01-05-02|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-02-14 17:53:31.2|    3828|    2936| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-14-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 28.1|-31 55 08|  2003-04-24 03:29:01|    3660|    2933|19.061 (17 46 15.6, -32 14 01)|
|80137-01-02-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-09-27 13:14:33.8|    3360|    2928| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-51-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2004-02-13 00:39:40.3|    5881|    2918| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-08-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-06 13:18:18.4|    4391|    2899| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-03-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 28.1|-31 55 08|2003-04-17 04:09:26.2|    3686|    2883|19.061 (17 46 15.6, -32 14 01)|
|94413-01-03-10|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-11 20:31:41.4|    3712|    2855| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-14-10|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-09-09 09:50:44.7|    3743|    2845| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-23-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-23 01:05:14.8|    3996|    2844| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-49-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2004-02-05 22:20:23.7|    3414|    2817| 0.037 (17 46 15.6, -32 14 01)|
|95405-01-04-03|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-02-09 07:43:34.8|    3716|    2806| 0.460 (17 46 15.6, -32 14 01)|
|91428-01-02-00|91428|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2005-09-11 06:16:05.1|    4448|    2805| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-26-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-04 14:18:59.3|    6008|    2760| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-08-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-08-27 22:23:26.9|    3604|    2760| 0.007 (17 46 15.6, -32 14 01)|
|80146-01-53-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-31 05:41:34.1|    4206|    2694| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-88-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|  2003-07-05 08:09:04|    4440|    2692| 0.037 (17 46 15.6, -32 14 01)|
|90058-10-05-00|90058|archived        |SWANK       |JEAN    |XTE_J1746-319|17 46 15.6|-32 13 59|2004-07-18 20:15:32.8|    3952|    2690| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-01-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-04-14 05:11:35.2|    4003|    2689| 0.037 (17 46 15.6, -32 14 01)|
|95405-01-03-01|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-02-01 14:33:17.3|    3452|    2664| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-13-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-12 03:17:49.6|    3953|    2659| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-15-02|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-11-16 11:29:19.7|    2867|    2657| 0.460 (17 46 15.6, -32 14 01)|
|93427-01-12-04|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-10-28 19:54:48.7|    3906|    2654| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-47-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-11-19 01:13:26.4|    5921|    2645| 0.037 (17 46 15.6, -32 14 01)|
|96425-01-04-00|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|  2011-04-30 03:59:30|    4333|    2636| 0.460 (17 46 15.6, -32 14 01)|
|95405-01-02-03|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-01-26 14:07:04.8|    3138|    2626| 0.460 (17 46 15.6, -32 14 01)|
|95360-14-14-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-09-04 05:54:16.1|    5915|    2607| 0.007 (17 46 15.6, -32 14 01)|
|90058-10-06-00|90058|archived        |SWANK       |JEAN    |XTE_J1746-319|17 46 15.6|-32 13 59|2004-07-21 14:22:56.9|    3316|    2601| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-29-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-07 13:17:56.8|    6070|    2585| 0.037 (17 46 15.6, -32 14 01)|
|95405-01-02-05|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-01-25 14:29:57.7|    5169|    2584| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-75-01|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-06-21 11:17:31.2|    5269|    2577| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-13-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-09-03 20:50:06.4|    4447|    2565| 0.007 (17 46 15.6, -32 14 01)|
|92047-03-05-02|92047|archived        |KLEIN-WOLT  |MARC    |EXO_J1742-326|17 45 28.6|-32 41 38|2007-10-14 09:06:59.9|    3077|    2560|29.351 (17 46 15.6, -32 14 01)|
|92047-03-05-01|92047|archived        |KLEIN-WOLT  |MARC    |EXO_J1742-326|17 45 28.6|-32 41 38|2007-10-13 03:13:47.7|    4047|    2543|29.351 (17 46 15.6, -32 14 01)|
|94413-01-12-02|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-08-12 14:24:07.8|    3324|    2501| 0.460 (17 46 15.6, -32 14 01)|
|94413-01-04-02|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-14 11:19:13.2|    5279|    2492| 0.460 (17 46 15.6, -32 14 01)|
|80137-02-03-02|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|  2003-11-16 00:41:24|    4245|    2471| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-71-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-06-17 14:24:25.9|    5180|    2467| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-09-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-08 03:03:28.2|    3964|    2462| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-44-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-11-20 10:19:27.6|    2860|    2462| 0.037 (17 46 15.6, -32 14 01)|
|94413-01-02-05|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-05-31 06:34:03.4|    3706|    2452| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-33-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-11 15:31:07.1|    4410|    2449| 0.037 (17 46 15.6, -32 14 01)|
|93427-01-13-05|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-10-31 09:16:05.1|    3531|    2445| 0.460 (17 46 15.6, -32 14 01)|
|94413-01-05-04|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-23 08:43:07.4|    4528|    2439| 0.460 (17 46 15.6, -32 14 01)|
|92047-03-05-03|92047|archived        |KLEIN-WOLT  |MARC    |EXO_J1742-326|17 45 28.6|-32 41 38|2007-10-14 10:37:16.3|    3300|    2424|29.351 (17 46 15.6, -32 14 01)|
|94413-01-02-03|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-02 08:49:54.3|    4049|    2412| 0.460 (17 46 15.6, -32 14 01)|
|90115-01-05-03|90115|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2004-11-01 20:54:57.6|    3748|    2405| 0.037 (17 46 15.6, -32 14 01)|
|94413-01-06-00|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-26 15:05:58.6|    3705|    2401| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-31-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-05-09 12:41:01.5|    3567|    2393| 0.037 (17 46 15.6, -32 14 01)|
|94413-01-05-02|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-21 09:38:03.6|    4474|    2392| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-83-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-06-30 09:53:03.8|    3600|    2390| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-51-01|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2004-02-19 21:58:11.4|    2516|    2375| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-13-10|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-09-06 21:47:40.7|    4121|    2374| 0.037 (17 46 15.6, -32 14 01)|
|96425-01-01-00|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-04-12 16:03:06.9|    3215|    2360| 0.460 (17 46 15.6, -32 14 01)|
|95405-01-05-00|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-02-12 20:27:49.8|    5177|    2359| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-01-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-09-26 11:56:20.5|    3164|    2355| 0.037 (17 46 15.6, -32 14 01)|
|80137-01-05-00|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2003-10-02 11:33:23.3|    3507|    2349| 0.037 (17 46 15.6, -32 14 01)|
|94413-01-02-04|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2009-06-01 07:43:55.5|    3794|    2348| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-84-00|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-01 09:31:08.8|    5470|    2320| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-02-05|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-08-18 21:56:18.2|    5004|    2298| 0.007 (17 46 15.6, -32 14 01)|
|94413-01-05-03|94413|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|  2009-06-22 09:12:30|    3380|    2279| 0.460 (17 46 15.6, -32 14 01)|
|90115-01-04-10|90115|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2004-10-24 16:18:07.2|    3406|    2277| 0.037 (17 46 15.6, -32 14 01)|
