BatchStart
|obsid         |prnb |status           |pi_lname    |pi_fname|target_name |ra        |dec      |time                 |duration|exposure|_Search_Offset      |
|91702-01-32-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-15 17:39:07.2|   10920|    6910|0.024 (GRO J1655-40)|
|91702-01-84-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-19 11:55:00.2|   11433|    6902|0.024 (GRO J1655-40)|
|91702-01-36-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-20 18:43:40.5|    9782|    6874|0.024 (GRO J1655-40)|
|91702-01-83-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-20 08:19:20.9|    9969|    6856|0.024 (GRO J1655-40)|
|91702-01-45-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-01 15:54:06.9|    9576|    6848|0.024 (GRO J1655-40)|
|91702-01-89-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-24 06:42:39.2|   11470|    6822|0.024 (GRO J1655-40)|
|91702-01-63-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-25 04:35:42.1|    9860|    6817|0.024 (GRO J1655-40)|
|91702-01-29-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-08 12:11:38.1|    9595|    6813|0.024 (GRO J1655-40)|
|90428-01-01-05|90428|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-01 22:55:44.8|   11151|    6800|0.024 (GRO J1655-40)|
|91702-01-86-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-25 08:24:46.7|    9470|    6789|0.024 (GRO J1655-40)|
|91702-01-31-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-10 06:35:30.6|   11198|    6779|0.024 (GRO J1655-40)|
|91702-01-83-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-17 11:04:14.6|   11878|    6752|0.024 (GRO J1655-40)|
|91702-01-88-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-30 01:30:46.7|    9829|    6743|0.024 (GRO J1655-40)|
|91702-01-39-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-04-24 19:50:07|   11627|    6717|0.024 (GRO J1655-40)|
|91702-01-95-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-02 05:00:36.9|   10891|    6705|0.024 (GRO J1655-40)|
|91702-01-20-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-04 03:06:01.2|    9456|    6705|0.024 (GRO J1655-40)|
|20402-02-04-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-03-20 20:32:07.3|   12858|    6677|0.027 (GRO J1655-40)|
|91702-01-01-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-05 05:17:26.9|    9550|    6667|0.024 (GRO J1655-40)|
|10255-01-22-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-01-11 23:57:58.2|   11504|    6660|0.027 (GRO J1655-40)|
|91702-01-24-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-01 10:16:07.1|    9701|    6645|0.024 (GRO J1655-40)|
|91702-01-53-23|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-24 18:26:42.7|    9659|    6634|0.024 (GRO J1655-40)|
|10255-01-12-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1996-09-26 04:40:49.7|   11897|    6615|0.027 (GRO J1655-40)|
|10255-01-21-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-01-05 07:53:06.7|    8956|    6581|0.027 (GRO J1655-40)|
|10255-01-01-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1996-05-09 07:25:26.1|   14971|    6542|0.027 (GRO J1655-40)|
|10255-01-05-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1996-08-06 15:53:07.3|   11822|    6538|0.027 (GRO J1655-40)|
|20402-02-29-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-09-11 05:40:06.8|    9240|    6503|0.027 (GRO J1655-40)|
|10255-01-02-01|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1996-05-11 07:22:46.3|   14321|    6501|0.027 (GRO J1655-40)|
|10255-01-18-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1996-11-02 05:03:51.3|   12449|    6495|0.027 (GRO J1655-40)|
|91702-01-27-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-08-05 11:54:30|   11180|    6480|0.024 (GRO J1655-40)|
|91702-01-39-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-22 06:27:16.4|    9417|    6443|0.024 (GRO J1655-40)|
|10255-01-11-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1996-09-20 04:35:53.4|   11258|    6431|0.027 (GRO J1655-40)|
|91702-01-61-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-22 13:35:54.2|    9446|    6370|0.024 (GRO J1655-40)|
|10255-01-17-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1996-10-27 13:18:44.4|   14891|    6322|0.027 (GRO J1655-40)|
|10255-01-07-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|  1996-08-22 10:32:07|   10783|    6235|0.027 (GRO J1655-40)|
|10255-01-24-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-01-26 19:42:06.6|   11399|    6221|0.027 (GRO J1655-40)|
|10255-01-09-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|  1996-09-04 06:00:51|   10696|    6196|0.027 (GRO J1655-40)|
|91702-01-20-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-02 14:58:37.9|   10529|    6162|0.024 (GRO J1655-40)|
|91702-01-37-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-07 00:15:07.2|    8400|    6114|0.024 (GRO J1655-40)|
|20402-02-22-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-07-24 12:01:27.3|   12522|    6060|0.027 (GRO J1655-40)|
|91702-01-10-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-18 00:07:05.1|    9757|    6050|0.024 (GRO J1655-40)|
|20402-02-05-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-03-24 16:46:32.7|    8941|    5990|0.027 (GRO J1655-40)|
|10255-01-02-05|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|  1996-05-12 12:20:39|   10279|    5919|0.027 (GRO J1655-40)|
|20402-02-02-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-03-05 18:07:51.7|   11155|    5896|0.027 (GRO J1655-40)|
|91702-01-21-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-29 08:21:54.7|    9889|    5886|0.024 (GRO J1655-40)|
|91702-01-25-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-03 09:26:06.4|    8582|    5867|0.024 (GRO J1655-40)|
|20402-02-03-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-03-10 16:19:19.8|   12107|    5838|0.027 (GRO J1655-40)|
|20187-01-01-00|20187|archived         |ROBINSON    |CRAIG   |GRO_J1655-40|16 54 00.0|-39 50 45|1996-11-07 21:08:55.7|   10714|    5828|0.027 (GRO J1655-40)|
|91702-01-35-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-19 14:24:42.3|   11365|    5795|0.024 (GRO J1655-40)|
|91404-01-01-00|91404|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-04 00:00:06.9|    8879|    5758|0.024 (GRO J1655-40)|
|10261-01-03-00|10261|archived         |CHEN        |WAN     |GRO_J1655-40|16 54 00.0|-39 50 45|1996-05-27 17:16:30.7|    9920|    5754|0.027 (GRO J1655-40)|
|20402-02-15-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-06-05 06:23:30.9|   11230|    5696|0.027 (GRO J1655-40)|
|91702-01-06-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-12 13:40:07.4|    8340|    5683|0.024 (GRO J1655-40)|
|10255-01-13-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1996-10-03 13:23:18.2|   17837|    5543|0.027 (GRO J1655-40)|
|91702-01-12-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-19 23:29:15.4|    8524|    5485|0.024 (GRO J1655-40)|
|10255-01-15-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1996-10-15 09:56:00.1|   14999|    5395|0.027 (GRO J1655-40)|
|91702-01-81-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-09-22 11:12:02|    8238|    5392|0.024 (GRO J1655-40)|
|91702-01-71-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-09 03:53:45.3|   11662|    5309|0.024 (GRO J1655-40)|
|20402-02-12-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-05-12 15:27:17.3|    8150|    5302|0.027 (GRO J1655-40)|
|91702-01-48-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-31 04:08:51.6|    8139|    5233|0.024 (GRO J1655-40)|
|91702-01-01-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-07 17:17:44.2|    7763|    5185|0.024 (GRO J1655-40)|
|91702-01-54-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-30 05:04:06.8|    7500|    5155|0.024 (GRO J1655-40)|
|20402-02-19-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-07-04 11:29:37.8|    7896|    5141|0.027 (GRO J1655-40)|
|91702-01-29-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-04-12 02:08:07|    9351|    5114|0.024 (GRO J1655-40)|
|91702-01-45-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-26 05:21:15.8|    9907|    5064|0.024 (GRO J1655-40)|
|10255-01-08-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1996-08-29 09:02:50.2|    8654|    4935|0.027 (GRO J1655-40)|
|91702-01-81-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-21 07:29:07.3|    7471|    4766|0.024 (GRO J1655-40)|
|20402-02-13-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-05-20 08:20:37.8|    9570|    4721|0.027 (GRO J1655-40)|
|91702-01-96-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-02 10:15:12.7|    9919|    4703|0.024 (GRO J1655-40)|
|91702-01-06-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-18 19:36:07.2|    8311|    4644|0.024 (GRO J1655-40)|
|91702-01-02-06|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-13 14:00:06.6|    7294|    4590|0.024 (GRO J1655-40)|
|91702-01-82-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-23 10:43:37.3|    7050|    4481|0.024 (GRO J1655-40)|
|20402-02-21-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-07-14 04:55:38.8|    7829|    4477|0.027 (GRO J1655-40)|
|91702-01-12-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-24 21:40:05.4|    8927|    4364|0.024 (GRO J1655-40)|
|91702-01-52-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-06 05:34:21.2|    9286|    4275|0.024 (GRO J1655-40)|
|91702-01-20-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-02 06:54:06.9|    4902|    4215|0.024 (GRO J1655-40)|
|91702-01-08-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-13 22:33:54.1|    5861|    4213|0.024 (GRO J1655-40)|
|91702-01-53-16|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-23 18:49:07.1|    4440|    4204|0.024 (GRO J1655-40)|
|20402-02-11-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-05-08 11:01:05.4|   10413|    4187|0.027 (GRO J1655-40)|
|91702-01-53-28|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-23 17:16:04.8|    4322|    4186|0.024 (GRO J1655-40)|
|91702-01-20-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-02 05:16:10.8|    4617|    4175|0.024 (GRO J1655-40)|
|91702-01-18-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-31 10:49:07.4|    4728|    4153|0.024 (GRO J1655-40)|
|91702-01-22-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-04 07:44:06.7|    4380|    4150|0.024 (GRO J1655-40)|
|91702-01-52-14|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-03 18:52:26.7|    4300|    4142|0.024 (GRO J1655-40)|
|91702-01-30-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-06 22:39:30.2|    5737|    4074|0.024 (GRO J1655-40)|
|91702-01-52-16|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-03 22:00:32.3|    4295|    4072|0.024 (GRO J1655-40)|
|91702-01-51-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-09-05 14:56:05|    4262|    4066|0.024 (GRO J1655-40)|
|91702-01-31-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-14 14:50:40.1|    7407|    4055|0.024 (GRO J1655-40)|
|91702-01-52-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-05 19:39:06.9|    4601|    4046|0.024 (GRO J1655-40)|
|91702-01-11-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-17 14:46:24.4|    6469|    4031|0.024 (GRO J1655-40)|
|91702-01-47-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-28 22:54:33.1|    6035|    4009|0.024 (GRO J1655-40)|
|91702-01-53-18|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-25 18:03:06.6|    4260|    4007|0.024 (GRO J1655-40)|
|91702-01-49-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-01 05:27:06.6|    6600|    4005|0.024 (GRO J1655-40)|
|91702-01-59-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-19 05:21:41.8|    4791|    3997|0.024 (GRO J1655-40)|
|91702-01-25-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-07 06:36:06.9|    4533|    3968|0.024 (GRO J1655-40)|
|91702-01-43-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-16 21:37:39.4|    4441|    3939|0.024 (GRO J1655-40)|
|91702-01-24-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-06 00:40:38.2|    4289|    3937|0.024 (GRO J1655-40)|
|91702-01-51-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-04 08:54:44.6|    6292|    3931|0.024 (GRO J1655-40)|
|91702-01-50-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-03 07:43:18.3|    6792|    3919|0.024 (GRO J1655-40)|
|91702-01-66-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-28 01:53:24.9|    4475|    3910|0.024 (GRO J1655-40)|
|91702-01-53-22|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-25 05:29:21.4|    5638|    3907|0.024 (GRO J1655-40)|
|91702-01-25-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-07 05:02:06.7|    4140|    3907|0.024 (GRO J1655-40)|
|91702-01-67-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-29 01:32:57.1|    5797|    3906|0.024 (GRO J1655-40)|
|91702-01-67-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-28 23:58:56.9|    4260|    3904|0.024 (GRO J1655-40)|
|91702-01-67-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-28 22:23:57.1|    4260|    3904|0.024 (GRO J1655-40)|
|20402-02-23-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-07-29 08:23:08.2|    6240|    3891|0.027 (GRO J1655-40)|
|91702-01-90-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-26 12:02:12.2|    7001|    3878|0.024 (GRO J1655-40)|
|91702-01-53-26|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-23 15:43:42.2|    4343|    3872|0.024 (GRO J1655-40)|
|91702-01-66-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-28 16:06:08.4|    5555|    3866|0.024 (GRO J1655-40)|
|91702-01-68-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-29 23:34:50.6|    4386|    3857|0.024 (GRO J1655-40)|
|91702-01-68-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-29 22:00:51.3|    4200|    3856|0.024 (GRO J1655-40)|
|91702-01-26-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-04 10:37:25.8|    6666|    3847|0.024 (GRO J1655-40)|
|91702-01-14-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-26 12:45:36.3|    5731|    3823|0.024 (GRO J1655-40)|
|91702-01-12-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-18 20:39:41.8|    4715|    3813|0.024 (GRO J1655-40)|
|91702-01-69-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-31 00:45:48.4|    4140|    3802|0.024 (GRO J1655-40)|
|91702-01-68-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-30 23:11:48.2|    4140|    3802|0.024 (GRO J1655-40)|
|91702-01-01-14|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-05 02:13:50.9|    5976|    3798|0.024 (GRO J1655-40)|
|91702-01-41-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-25 20:46:57.2|    4580|    3785|0.024 (GRO J1655-40)|
|91702-01-66-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-27 22:41:57.1|    4682|    3784|0.024 (GRO J1655-40)|
|91702-01-41-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-24 22:43:34.8|    4782|    3780|0.024 (GRO J1655-40)|
|91702-01-58-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-19 13:20:26.3|    5359|    3780|0.024 (GRO J1655-40)|
|91702-01-02-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-06 06:27:15.6|    4700|    3749|0.024 (GRO J1655-40)|
|91702-01-44-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-18 22:25:14.9|    4527|    3741|0.024 (GRO J1655-40)|
|20402-02-10-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-04-30 13:48:56.2|    7273|    3722|0.027 (GRO J1655-40)|
|91702-01-05-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-10 09:36:58.8|    6208|    3720|0.024 (GRO J1655-40)|
|91702-01-26-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-08 00:00:06.9|    4172|    3714|0.024 (GRO J1655-40)|
|91702-01-11-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-17 11:36:38.6|    5925|    3703|0.024 (GRO J1655-40)|
|91702-01-71-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-09 11:48:07.2|    6021|    3693|0.024 (GRO J1655-40)|
|91702-01-68-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-30 21:35:59.1|    4189|    3660|0.024 (GRO J1655-40)|
|91702-01-40-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-23 01:12:06.9|    5701|    3646|0.024 (GRO J1655-40)|
|91702-01-98-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-04 00:59:38.7|    6089|    3642|0.024 (GRO J1655-40)|
|91702-01-68-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-29 20:21:38.3|    4453|    3641|0.024 (GRO J1655-40)|
|91702-01-55-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-05-13 09:21:42|    5213|    3636|0.024 (GRO J1655-40)|
|91702-01-54-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-12 08:12:41.8|    4369|    3633|0.024 (GRO J1655-40)|
|91702-01-65-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-27 00:48:48.1|    4158|    3622|0.024 (GRO J1655-40)|
|91702-01-45-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-27 01:12:16.4|    4260|    3622|0.024 (GRO J1655-40)|
|91702-01-36-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-10 22:30:38.9|    5849|    3582|0.024 (GRO J1655-40)|
|91702-01-35-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-18 03:16:15.5|    6052|    3566|0.024 (GRO J1655-40)|
|20402-02-27-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|  1997-08-25 10:23:07|    5700|    3538|0.027 (GRO J1655-40)|
|91702-01-42-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-15 03:14:56.8|    5709|    3535|0.024 (GRO J1655-40)|
|91702-01-61-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-23 13:06:33.4|    6575|    3528|0.024 (GRO J1655-40)|
|90058-16-04-00|90058|archived         |SWANK       |JEAN    |GRO_J1655-40|16 54 00.2|-39 50 46|2005-02-24 01:17:56.8|    4258|    3514|0.024 (GRO J1655-40)|
|90428-01-01-03|90428|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-02-27 03:11:44.2|    5483|    3511|0.024 (GRO J1655-40)|
|91702-01-67-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-28 20:52:41.1|    4096|    3508|0.024 (GRO J1655-40)|
|91702-01-78-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-16 17:51:22.5|    4511|    3495|0.024 (GRO J1655-40)|
|20402-02-26-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|  1997-08-18 13:32:07|    5880|    3494|0.027 (GRO J1655-40)|
|20402-02-16-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-06-09 12:31:54.6|    6302|    3491|0.027 (GRO J1655-40)|
|90058-16-07-00|90058|archived         |SWANK       |JEAN    |GRO_J1655-40|16 54 00.2|-39 50 46|2005-02-26 22:31:25.5|    5400|    3486|0.024 (GRO J1655-40)|
