BatchStart
|obsid         |prnb |status  |pi_lname    |pi_fname|target_name   |ra        |dec      |time                 |duration|exposure|_Search_Offset       |
|50137-02-12-00|50137|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|2001-02-08 12:02:40.7|    3324|    1358|2.657 (XTE J1550-564)|
|50135-01-29-01|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-07-13 19:29:10.8|    1979|    1352|2.657 (XTE J1550-564)|
|50135-01-13-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-03 22:21:21.6|    2391|    1331|2.657 (XTE J1550-564)|
|40401-01-83-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-21 03:25:28.4|    1979|    1323|2.657 (XTE J1550-564)|
|40401-01-39-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-02-17 08:37:29.6|    2879|    1322|2.657 (XTE J1550-564)|
|40401-01-43-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-02-22 06:45:07.8|    3182|    1307|2.657 (XTE J1550-564)|
|40401-01-80-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-15 05:09:40.3|    2337|    1299|2.657 (XTE J1550-564)|
|60428-01-04-02|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-01-17 06:01:52.3|    1620|    1272|0.059 (XTE J1550-564)|
|30191-01-27-01|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-09 14:31:28.4|    1880|    1264|2.657 (XTE J1550-564)|
|60428-01-21-00|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-02-26 07:33:59.3|    2482|    1258|0.059 (XTE J1550-564)|
|40401-01-75-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-08 06:36:01.7|    3361|    1255|2.657 (XTE J1550-564)|
|30191-01-34-01|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-23 17:34:16.9|    3316|    1227|2.657 (XTE J1550-564)|
|40401-01-95-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-05-07 04:29:48.8|    3474|    1224|2.657 (XTE J1550-564)|
|30435-01-19-01|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-22 00:01:49.7|    2537|    1219|2.657 (XTE J1550-564)|
|30435-01-20-00|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-23 12:22:52.9|    3502|    1215|2.657 (XTE J1550-564)|
|40401-01-18-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-22 09:08:59.1|    2403|    1202|2.657 (XTE J1550-564)|
|30188-06-10-00|30188|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-09-15 23:47:13.6|    2142|    1181|2.657 (XTE J1550-564)|
|40401-01-58-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-16 05:18:47.2|    2413|    1170|2.657 (XTE J1550-564)|
|30191-01-18-01|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-01 15:43:00.8|    1859|    1136|2.657 (XTE J1550-564)|
|50134-02-02-00|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-04-28 03:57:09.2|    1717|    1118|2.657 (XTE J1550-564)|
|40401-01-61-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-21 11:49:43.1|    2598|    1116|2.657 (XTE J1550-564)|
|50135-01-24-02|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-22 01:06:06.6|    1380|    1110|2.657 (XTE J1550-564)|
|70402-01-02-00|70402|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-03-05 11:48:54.7|    1440|    1088|0.059 (XTE J1550-564)|
|40401-01-81-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-17 04:35:58.6|    2040|    1082|2.657 (XTE J1550-564)|
|40401-01-90-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-30 01:06:59.3|    1753|    1079|2.657 (XTE J1550-564)|
|30191-01-28-00|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-11 19:15:10.1|    3577|    1059|2.657 (XTE J1550-564)|
|80135-01-03-01|80135|archived|MILLER      |JON     |XTE_1550-564  |15 50 59.0|-56 28 34|2003-04-05 09:54:10.4|    3499|    1057|0.059 (XTE J1550-564)|
|40401-01-59-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-18 02:06:46.7|    1544|    1047|2.657 (XTE J1550-564)|
|30191-01-36-01|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-27 15:55:16.9|    3030|    1047|2.657 (XTE J1550-564)|
|80135-01-05-00|80135|archived|MILLER      |JON     |XTE_J1550-564 |15 50 59.0|-56 28 34|2003-04-18 00:00:06.9|    2550|    1033|0.059 (XTE J1550-564)|
|70402-01-02-01|70402|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-03-05 10:13:54.9|    1380|    1027|0.059 (XTE J1550-564)|
|50135-01-08-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-26 18:24:07.2|    1848|    1015|2.657 (XTE J1550-564)|
|30191-01-09-00|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-09-23 19:00:38.3|    1442|    1001|2.657 (XTE J1550-564)|
|30191-01-09-01|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-09-23 20:36:38.6|    1442|    1001|2.657 (XTE J1550-564)|
|30435-01-11-01|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-10 11:34:41.1|    2201|     994|2.657 (XTE J1550-564)|
|40401-01-39-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-02-17 07:01:29.3|    2219|     961|2.657 (XTE J1550-564)|
|50137-02-10-00|50137|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|  2001-02-04 16:05:07|    2533|     957|2.657 (XTE J1550-564)|
|80412-01-01-00|80412|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2003-05-16 00:00:06.9|    1364|     955|0.059 (XTE J1550-564)|
|50137-02-11-00|50137|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|2001-02-06 22:08:30.9|    1656|     954|2.657 (XTE J1550-564)|
|50134-01-02-00|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-10 16:33:41.2|    3245|     938|2.657 (XTE J1550-564)|
|30435-01-14-01|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-17 04:41:14.8|    2372|     926|2.657 (XTE J1550-564)|
|40401-01-91-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-05-01 12:31:47.7|    1514|     923|2.657 (XTE J1550-564)|
|30191-01-32-00|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-20 22:47:21.1|    2196|     915|2.657 (XTE J1550-564)|
|40401-01-83-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-20 09:07:57.8|    1259|     905|2.657 (XTE J1550-564)|
|50135-01-04-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-20 18:13:58.1|    1500|     898|2.657 (XTE J1550-564)|
|40401-01-85-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-23 05:55:02.8|    1259|     895|2.657 (XTE J1550-564)|
|40401-01-62-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-22 05:49:01.6|    2021|     895|2.657 (XTE J1550-564)|
|40401-01-85-02|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-23 07:31:03.1|    1258|     893|2.657 (XTE J1550-564)|
|40401-01-90-02|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-30 04:16:35.6|    1523|     887|2.657 (XTE J1550-564)|
|40401-01-44-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-02-23 20:36:06.6|    3321|     887|2.657 (XTE J1550-564)|
|50135-01-24-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-21 11:49:06.8|    2410|     871|2.657 (XTE J1550-564)|
|50135-01-25-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-22 18:23:06.7|    2058|     867|2.657 (XTE J1550-564)|
|40401-01-61-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-21 02:02:47.3|    2207|     867|2.657 (XTE J1550-564)|
|30435-01-14-00|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-16 04:44:47.3|    2161|     867|2.657 (XTE J1550-564)|
|30191-01-35-01|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-25 14:21:16.7|    4275|     865|2.657 (XTE J1550-564)|
|50135-01-27-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-27 09:08:20.3|    1504|     855|2.657 (XTE J1550-564)|
|50134-02-01-00|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-04-24 14:19:07.1|    2813|     851|2.657 (XTE J1550-564)|
|40401-01-11-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-12 06:02:28.6|    1808|     842|2.657 (XTE J1550-564)|
|50135-01-27-01|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-28 17:40:27.6|    1279|     841|2.657 (XTE J1550-564)|
|50135-01-08-01|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-26 20:07:07.4|    1548|     834|2.657 (XTE J1550-564)|
|50137-02-07-00|50137|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-04-21 15:51:34.8|    1113|     828|2.657 (XTE J1550-564)|
|50135-01-24-01|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|  2000-06-21 17:25:35|    1652|     824|2.657 (XTE J1550-564)|
|50135-01-25-02|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-22 10:41:38.1|    1649|     819|2.657 (XTE J1550-564)|
|40401-01-56-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-12 09:23:13.6|    1897|     811|2.657 (XTE J1550-564)|
|60428-01-21-01|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-02-26 09:26:20.3|    1441|     795|0.059 (XTE J1550-564)|
|40401-01-21-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-26 07:28:57.8|    2418|     787|2.657 (XTE J1550-564)|
|40401-01-81-02|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-18 01:16:34.8|    2400|     773|2.657 (XTE J1550-564)|
|30435-01-17-00|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-20 09:56:09.6|    1380|     759|2.657 (XTE J1550-564)|
|40401-01-21-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-26 05:53:58.8|    1200|     723|2.657 (XTE J1550-564)|
|40401-01-82-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-18 07:40:35.9|    1499|     710|2.657 (XTE J1550-564)|
|40401-01-82-03|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-18 10:52:35.6|    1500|     709|2.657 (XTE J1550-564)|
|40401-01-82-02|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-18 09:16:35.3|    1500|     709|2.657 (XTE J1550-564)|
|40401-01-82-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-19 06:03:37.7|    1499|     704|2.657 (XTE J1550-564)|
|40401-01-52-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-07 11:48:46.1|    1242|     686|2.657 (XTE J1550-564)|
|40401-01-24-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-30 04:12:17.3|    1298|     686|2.657 (XTE J1550-564)|
|30191-01-09-02|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-09-23 22:13:20.4|    1222|     667|2.657 (XTE J1550-564)|
|40401-01-84-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-22 23:35:27.7|    2137|     665|2.657 (XTE J1550-564)|
|30435-01-17-01|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|  1998-12-20 11:34:10|    1260|     639|2.657 (XTE J1550-564)|
|40401-01-60-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-20 08:36:48.1|    3678|     623|2.657 (XTE J1550-564)|
|80412-01-02-00|80412|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2003-05-22 11:24:03.5|    1243|     591|0.059 (XTE J1550-564)|
|40401-01-82-04|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-19 12:26:45.3|     959|     511|2.657 (XTE J1550-564)|
|40401-01-81-03|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-17 07:39:53.6|     899|     478|2.657 (XTE J1550-564)|
|40401-01-56-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-12 11:09:47.2|    1320|     478|2.657 (XTE J1550-564)|
|40401-01-81-05|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-17 10:51:53.3|     900|     478|2.657 (XTE J1550-564)|
|40401-01-81-04|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-17 09:15:53.9|     899|     478|2.657 (XTE J1550-564)|
|40401-01-24-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-30 05:48:53.9|    2349|     434|2.657 (XTE J1550-564)|
|40401-01-35-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-02-11 15:56:34.7|    3166|     406|2.657 (XTE J1550-564)|
|40401-01-81-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-17 06:01:59.2|    1013|     362|2.657 (XTE J1550-564)|
|40401-01-11-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|  1999-01-12 01:10:06|    1402|     347|2.657 (XTE J1550-564)|
|80412-01-01-01|80412|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2003-05-15 23:50:29.8|     578|      57|0.059 (XTE J1550-564)|
BatchEnd
