BatchStart
|obsid         |prnb |status  |pi_lname    |pi_fname|target_name   |ra        |dec      |time                 |duration|exposure|_Search_Offset       |
|40401-01-57-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-13 16:32:45.9|    4463|    2911|2.657 (XTE J1550-564)|
|60428-01-10-00|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-01-28 19:57:16.4|    6046|    2908|0.059 (XTE J1550-564)|
|40401-01-54-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-09 09:51:53.9|    5694|    2894|2.657 (XTE J1550-564)|
|50134-02-03-00|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-04-30 15:10:22.1|    5425|    2892|2.657 (XTE J1550-564)|
|60428-01-05-00|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-01-19 10:44:26.6|    3521|    2884|0.059 (XTE J1550-564)|
|80135-01-04-06|80135|archived|MILLER      |JON     |XTE_J1550-564 |15 50 59.0|-56 28 34|2003-04-16 07:26:28.3|    3713|    2878|0.059 (XTE J1550-564)|
|50134-02-07-00|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-06 17:57:39.2|    3873|    2859|2.657 (XTE J1550-564)|
|60428-01-11-00|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-01-31 19:18:12.4|    4261|    2855|0.059 (XTE J1550-564)|
|30514-03-15-00|30514|observed|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-05 17:43:46.3|    4621|    2845|2.657 (XTE J1550-564)|
|40401-01-99-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-05-20 18:33:13.2|    4045|    2841|2.657 (XTE J1550-564)|
|40401-01-55-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-10 23:26:08.7|    4146|    2818|2.657 (XTE J1550-564)|
|40401-01-53-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|  1999-03-08 08:24:19|    3742|    2773|2.657 (XTE J1550-564)|
|40401-01-14-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-16 11:53:59.7|    5648|    2762|2.657 (XTE J1550-564)|
|50137-02-03-00|50137|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-04-14 17:32:01.2|    6553|    2760|2.657 (XTE J1550-564)|
|40401-01-67-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-28 14:32:01.2|    4252|    2756|2.657 (XTE J1550-564)|
|30514-03-11-00|30514|observed|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-02 00:00:07.8|    4837|    2748|2.657 (XTE J1550-564)|
|40401-01-69-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-30 14:36:30.8|    3834|    2725|2.657 (XTE J1550-564)|
|50137-02-04-00|50137|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-04-16 17:31:06.8|    5604|    2716|2.657 (XTE J1550-564)|
|50135-01-03-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|  2000-05-19 18:21:17|    3783|    2712|2.657 (XTE J1550-564)|
|30188-06-01-03|30188|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-09-10 08:09:57.6|    5814|    2703|2.657 (XTE J1550-564)|
|40401-01-23-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-28 18:39:06.6|    4153|    2688|2.657 (XTE J1550-564)|
|30188-06-11-00|30188|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-09-16 08:02:07.6|    6468|    2684|2.657 (XTE J1550-564)|
|40401-01-19-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-23 18:43:45.7|    4474|    2670|2.657 (XTE J1550-564)|
|30191-01-29-01|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-13 14:28:18.3|    8124|    2665|2.657 (XTE J1550-564)|
|50137-02-02-01|50137|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-04-12 14:36:22.2|    4824|    2644|2.657 (XTE J1550-564)|
|30188-06-05-00|30188|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-09-12 08:10:57.2|    3287|    2642|2.657 (XTE J1550-564)|
|80135-01-04-10|80135|archived|MILLER      |JON     |XTE_J1550-564 |15 50 59.0|-56 28 34|2003-04-14 19:14:00.1|    3166|    2635|0.059 (XTE J1550-564)|
|40401-01-04-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-05 12:47:41.6|    3548|    2617|2.657 (XTE J1550-564)|
|40401-01-27-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-02-02 16:56:13.3|    4009|    2617|2.657 (XTE J1550-564)|
|50427-01-01-00|50427|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|  2001-01-28 18:10:16|    4180|    2608|2.657 (XTE J1550-564)|
|40401-01-92-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-05-02 10:53:48.2|    6205|    2606|2.657 (XTE J1550-564)|
|70402-01-01-00|70402|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|  2002-03-02 17:46:46|    4633|    2606|0.059 (XTE J1550-564)|
|40401-01-74-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-06 11:13:48.3|    3214|    2606|2.657 (XTE J1550-564)|
|40401-01-79-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-12 12:59:21.4|    3147|    2599|2.657 (XTE J1550-564)|
|60428-01-04-00|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-01-17 09:12:52.4|    3070|    2593|0.059 (XTE J1550-564)|
|30435-01-21-00|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-25 01:23:23.4|    5885|    2592|2.657 (XTE J1550-564)|
|30191-01-42-00|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-11-11 13:27:51.3|    4655|    2537|2.657 (XTE J1550-564)|
|50137-02-09-00|50137|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|2001-02-02 17:31:22.4|    4248|    2535|2.657 (XTE J1550-564)|
|50134-02-04-00|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-03 16:37:31.9|    4837|    2517|2.657 (XTE J1550-564)|
|50137-02-08-00|50137|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|2001-01-31 22:54:38.3|    3155|    2503|2.657 (XTE J1550-564)|
|60428-01-06-00|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-01-21 18:11:38.1|    4787|    2502|0.059 (XTE J1550-564)|
|50134-01-03-00|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-11 10:56:41.9|    3949|    2496|2.657 (XTE J1550-564)|
|40401-01-26-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-31 16:58:15.2|    6178|    2493|2.657 (XTE J1550-564)|
|40401-01-93-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-05-04 10:55:18.9|    4650|    2484|2.657 (XTE J1550-564)|
|60428-01-09-00|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-01-26 23:32:18.5|    3079|    2480|0.059 (XTE J1550-564)|
|50134-01-05-00|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-14 10:44:50.8|    4550|    2478|2.657 (XTE J1550-564)|
|30435-01-02-00|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-11-23 16:47:51.4|    3264|    2476|2.657 (XTE J1550-564)|
|60428-01-15-00|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-02-08 15:55:22.1|    4990|    2415|0.059 (XTE J1550-564)|
|30435-01-13-00|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-15 04:46:22.4|    3477|    2414|2.657 (XTE J1550-564)|
|80135-01-01-00|80135|archived|MILLER      |JON     |XTE_J1550-564 |15 50 59.0|-56 28 35|2003-03-27 13:54:08.1|    3772|    2380|0.046 (XTE J1550-564)|
|40401-01-76-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-09 09:32:48.2|    3328|    2365|2.657 (XTE J1550-564)|
|50135-01-19-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-16 19:32:15.6|    3389|    2363|2.657 (XTE J1550-564)|
|30435-01-07-00|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-05 01:49:54.9|    3176|    2351|2.657 (XTE J1550-564)|
|40401-01-63-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-23 12:58:01.1|    4243|    2340|2.657 (XTE J1550-564)|
|50135-01-28-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|  2000-07-07 06:38:39|    3525|    2318|2.657 (XTE J1550-564)|
|50137-02-05-01|50137|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-04-19 12:40:07.1|    3913|    2294|2.657 (XTE J1550-564)|
|40401-01-95-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-05-07 02:51:56.2|    4612|    2287|2.657 (XTE J1550-564)|
|40401-01-36-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-02-12 13:32:01.8|    3247|    2279|2.657 (XTE J1550-564)|
|50134-02-02-01|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-04-30 09:32:40.4|    3462|    2257|2.657 (XTE J1550-564)|
|60428-01-08-00|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-01-25 20:48:43.5|    5244|    2252|0.059 (XTE J1550-564)|
|30435-01-12-00|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-13 06:32:22.3|    2880|    2234|2.657 (XTE J1550-564)|
|30191-01-40-00|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-11-07 17:19:43.4|    2781|    2194|2.657 (XTE J1550-564)|
|50135-01-29-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-07-10 09:53:46.2|    2870|    2186|2.657 (XTE J1550-564)|
|80135-01-01-02|80135|archived|MILLER      |JON     |XTE_1550-564  |15 50 59.0|-56 28 34|2003-03-30 13:09:51.3|    4848|    2174|0.059 (XTE J1550-564)|
|40401-01-49-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-03 01:26:57.7|    3493|    2167|2.657 (XTE J1550-564)|
|50134-02-03-01|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-01 09:27:59.6|    3385|    2158|2.657 (XTE J1550-564)|
|40401-01-34-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-02-10 01:07:30.4|    3115|    2157|2.657 (XTE J1550-564)|
|50135-01-01-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-16 08:59:31.5|    4080|    2148|2.657 (XTE J1550-564)|
|40401-01-06-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-06 21:38:20.8|    3772|    2098|2.657 (XTE J1550-564)|
|30191-01-36-00|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-29 06:39:43.8|    2613|    2071|2.657 (XTE J1550-564)|
|80135-01-02-01|80135|archived|MILLER      |JON     |XTE_1550-564  |15 50 59.0|-56 28 34|2003-03-31 10:50:45.9|    3174|    2069|0.059 (XTE J1550-564)|
|50135-01-23-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-20 13:14:46.8|    3633|    2066|2.657 (XTE J1550-564)|
|30191-01-31-01|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|  1998-10-15 22:26:24|    3552|    2052|2.657 (XTE J1550-564)|
|40401-01-16-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-18 12:27:05.2|    4659|    2031|2.657 (XTE J1550-564)|
|30191-01-01-00|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-09-18 03:13:45.1|    2873|    2005|2.657 (XTE J1550-564)|
|40401-01-94-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-05-05 09:18:48.4|    5973|    2004|2.657 (XTE J1550-564)|
|40401-01-96-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-05-09 09:15:48.7|    3371|    2003|2.657 (XTE J1550-564)|
|40401-01-72-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-03 09:40:24.4|    3317|    1994|2.657 (XTE J1550-564)|
|50137-02-05-00|50137|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-04-18 05:50:57.4|    2640|    1983|2.657 (XTE J1550-564)|
|50135-01-20-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-17 14:57:07.2|    2100|    1975|2.657 (XTE J1550-564)|
|40401-01-64-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-24 18:17:03.8|    2582|    1972|2.657 (XTE J1550-564)|
|50135-01-21-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-18 13:26:06.7|    3829|    1961|2.657 (XTE J1550-564)|
|30191-01-46-01|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-11-19 22:45:12.4|    4969|    1952|2.657 (XTE J1550-564)|
|50135-01-14-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-07 11:57:43.5|    3233|    1950|2.657 (XTE J1550-564)|
|30191-01-37-00|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-31 08:19:45.1|    2530|    1949|2.657 (XTE J1550-564)|
|60428-01-17-00|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-02-14 12:59:22.3|    3600|    1936|0.059 (XTE J1550-564)|
|60428-01-16-00|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-02-11 13:40:22.1|    3420|    1935|0.059 (XTE J1550-564)|
|40401-01-18-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-22 10:45:01.2|    4985|    1918|2.657 (XTE J1550-564)|
|30435-01-03-00|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-11-26 19:07:46.8|    3921|    1886|2.657 (XTE J1550-564)|
|50135-01-07-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-24 19:57:59.6|    2762|    1855|2.657 (XTE J1550-564)|
|50137-02-02-00|50137|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-04-12 07:53:32.6|    2751|    1850|2.657 (XTE J1550-564)|
|40401-01-62-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-21 23:18:42.9|    4385|    1837|2.657 (XTE J1550-564)|
|50135-01-02-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-18 07:11:00.4|    4046|    1799|2.657 (XTE J1550-564)|
|60428-01-19-00|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-02-20 14:50:22.8|    2024|    1799|0.059 (XTE J1550-564)|
|50135-01-26-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-25 09:32:06.7|    3227|    1798|2.657 (XTE J1550-564)|
|30191-01-16-01|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-09-29 21:38:07.9|    3510|    1797|2.657 (XTE J1550-564)|
|40401-01-65-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-26 01:55:32.7|    4536|    1796|2.657 (XTE J1550-564)|
|40401-01-85-03|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-23 08:53:02.7|    2159|    1794|2.657 (XTE J1550-564)|
|60428-01-20-00|60428|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 59.0|-56 28 34|2002-02-23 12:31:32.2|    2262|    1791|0.059 (XTE J1550-564)|
|40401-01-98-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-05-13 12:22:09.7|    2039|    1779|2.657 (XTE J1550-564)|
|50134-02-08-01|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-08 22:56:41.9|    3206|    1777|2.657 (XTE J1550-564)|
|30435-01-15-01|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-18 15:40:40.8|    2937|    1776|2.657 (XTE J1550-564)|
|80135-01-02-02|80135|archived|MILLER      |JON     |XTE_1550-564  |15 50 59.0|-56 28 34|2003-04-02 11:45:45.5|    2062|    1765|0.059 (XTE J1550-564)|
|30435-01-16-00|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-19 00:03:48.1|    3972|    1765|2.657 (XTE J1550-564)|
|40401-01-34-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-02-10 02:51:24.2|    2641|    1752|2.657 (XTE J1550-564)|
|50135-01-09-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-28 13:11:57.4|    2632|    1740|2.657 (XTE J1550-564)|
|50135-01-11-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-31 06:03:05.8|    3267|    1724|2.657 (XTE J1550-564)|
|50135-01-10-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-29 09:24:04.6|    2852|    1723|2.657 (XTE J1550-564)|
|40401-01-99-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-05-15 07:29:09.9|    3891|    1717|2.657 (XTE J1550-564)|
|50135-01-12-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-01 11:19:07.1|    2643|    1713|2.657 (XTE J1550-564)|
|30191-01-35-00|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-26 19:08:16.2|    3420|    1707|2.657 (XTE J1550-564)|
|30435-01-18-00|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-21 00:02:49.3|    2718|    1700|2.657 (XTE J1550-564)|
|30191-01-28-02|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-12 06:32:07.6|    2548|    1682|2.657 (XTE J1550-564)|
|40401-01-35-03|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-02-11 23:23:24.6|    2498|    1676|2.657 (XTE J1550-564)|
|40401-01-75-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|  1999-04-08 08:12:02|    3420|    1675|2.657 (XTE J1550-564)|
|40401-01-10-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-10 17:27:10.9|    3780|    1658|2.657 (XTE J1550-564)|
|40401-01-77-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-10 16:21:45.8|    2336|    1650|2.657 (XTE J1550-564)|
|80135-01-04-03|80135|archived|MILLER      |JON     |XTE_J1550-564 |15 50 59.0|-56 28 34|2003-04-14 04:33:44.6|    2270|    1649|0.059 (XTE J1550-564)|
|30191-01-31-00|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-15 14:28:46.8|    4356|    1644|2.657 (XTE J1550-564)|
|30435-01-09-00|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-07 00:18:52.7|    2580|    1635|2.657 (XTE J1550-564)|
|30435-01-01-01|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-11-22 23:41:13.3|    2416|    1618|2.657 (XTE J1550-564)|
|40401-01-96-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|  1999-05-09 07:33:36|    4153|    1610|2.657 (XTE J1550-564)|
|50134-02-08-00|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|  2000-05-08 09:42:40|    3291|    1601|2.657 (XTE J1550-564)|
|50134-01-01-00|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-09 09:37:42.8|    4258|    1597|2.657 (XTE J1550-564)|
|50135-01-18-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-15 18:53:58.3|    2815|    1562|2.657 (XTE J1550-564)|
|50135-01-05-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-22 06:59:58.6|    3613|    1560|2.657 (XTE J1550-564)|
|40401-01-85-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-04-23 04:21:01.7|    1919|    1556|2.657 (XTE J1550-564)|
|80135-01-04-07|80135|archived|MILLER      |JON     |XTE_J1550-564 |15 50 59.0|-56 28 34|2003-04-16 12:36:01.7|    2972|    1555|0.059 (XTE J1550-564)|
|80135-01-03-20|80135|archived|MILLER      |JON     |XTE_J1550-564 |15 50 59.0|-56 28 34|  2003-04-08 06:38:07|    2547|    1525|0.059 (XTE J1550-564)|
|40401-01-51-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-05 12:04:21.8|    3744|    1518|2.657 (XTE J1550-564)|
|40401-01-44-00|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-02-23 05:57:52.1|    2896|    1517|2.657 (XTE J1550-564)|
|50135-01-16-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-10 23:21:52.1|    3075|    1514|2.657 (XTE J1550-564)|
|50135-01-22-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-19 18:36:26.8|    2202|    1504|2.657 (XTE J1550-564)|
|50135-01-17-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-12 11:33:57.9|    2540|    1500|2.657 (XTE J1550-564)|
|40401-01-35-02|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|  1999-02-11 12:06:02|    3581|    1497|2.657 (XTE J1550-564)|
|40401-01-13-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-01-14 14:09:08.4|    3189|    1486|2.657 (XTE J1550-564)|
|30191-01-28-01|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-11 13:32:47.6|    3783|    1464|2.657 (XTE J1550-564)|
|30191-01-29-00|30191|archived|MCCLINTOCK  |JEFFREY |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-10-13 04:53:21.4|    1951|    1457|2.657 (XTE J1550-564)|
|50135-01-30-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-07-16 09:22:07.1|    1560|    1435|2.657 (XTE J1550-564)|
|50135-01-06-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-23 05:16:36.8|    2999|    1426|2.657 (XTE J1550-564)|
|50134-01-04-00|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-12 09:28:39.4|    2950|    1422|2.657 (XTE J1550-564)|
|30435-01-15-00|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-18 14:04:40.5|    2461|    1419|2.657 (XTE J1550-564)|
|50135-01-25-01|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-22 05:49:06.8|    1680|    1409|2.657 (XTE J1550-564)|
|50135-01-15-00|50135|archived|TOMSICK     |JOHN    |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-06-08 15:16:44.8|    2996|    1406|2.657 (XTE J1550-564)|
|30435-01-11-00|30435|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1998-12-10 15:48:22.2|    3359|    1396|2.657 (XTE J1550-564)|
|50137-02-08-01|50137|archived|CUI         |WEI     |XTE_J1550-564 |15 50 40.8|-56 27 36|2001-01-31 12:55:27.3|    3682|    1384|2.657 (XTE J1550-564)|
|40401-01-51-01|40401|archived|TOO         |PUBLIC  |XTE_J1550-564 |15 50 40.8|-56 27 36|1999-03-11 02:03:59.9|    2131|    1377|2.657 (XTE J1550-564)|
|50134-02-07-01|50134|archived|LEWIN       |WALTER  |XTE_J1550-564 |15 50 40.8|-56 27 36|2000-05-07 09:50:37.8|    3260|    1364|2.657 (XTE J1550-564)|
